bnum,wt_t00,wt_t00.1,wt_t00.2,wt_t10,wt_t10.1,wt_t10.2,wt_t10_riff,wt_t10_riff.1,wt_t10_riff.2,wt_t30,wt_t30.1,wt_t30.2,wt_t30_riff,wt_t30_riff.1,wt_t30_riff.2,wt_t60,wt_t60.1,wt_t60.2,wt_t60_riff,wt_t60_riff.1,wt_t60_riff.2,ppk_delta_t00,ppk_delta_t00.1,ppk_delta_t00.2,ppk_delta_t10,ppk_delta_t10.1,ppk_delta_t10.2,ppk_delta_t10_riff,ppk_delta_t10_riff.1,ppk_delta_t10_riff.2,ppk_delta_t30,ppk_delta_t30.1,ppk_delta_t30.2,ppk_delta_t30_riff,ppk_delta_t30_riff.1,ppk_delta_t30_riff.2,ppk_delta_t60,ppk_delta_t60.1,ppk_delta_t60.2,ppk_delta_t60_riff,ppk_delta_t60_riff.1,ppk_delta_t60_riff.2
b0965,2.34601577924873e-05,4.991390330541504e-05,5.328291294183316e-05,2.1992839051899793e-05,6.795847941852468e-05,6.685420303987617e-05,2.1216789826023474e-05,1.6313478858866992e-05,2.9460347556922342e-05,4.3680775068883403e-07,2.4507377864224998e-05,3.754302376606258e-05,9.969170969129574e-06,3.088591799478467e-06,1.4632871231233517e-05,4.8686404727543195e-05,3.8193899176978763e-05,5.954119635955828e-05,7.5751003743724865e-06,4.014361631139776e-06,3.926428472194659e-06,0.00015988969558519372,0.00012020871284105924,0.00020404556632730298,0.0002314760177128103,1.026822937748832e-05,0.00019443490931831292,5.994344243581349e-05,0.00010078690453597175,9.550812635479198e-05,0.00014165279016293834,0.0002054293075026194,0.0001574085753304107,3.0277477044246385e-05,7.110014305410858e-05,7.351488509409428e-06,0.00012282676937253417,0.00037152819052557333,0.0001504650923266688,9.290671086502054e-06,7.433622739343698e-05,1.015602234774016e-05
b0966,7.550121847935137e-05,0.00028109408703572115,0.0002921966193582891,8.869959591127626e-05,0.0005667251765793314,0.00031924415304804494,7.509626925263572e-05,7.662391585220511e-05,9.940056198595168e-05,5.718210554472004e-06,0.00016258553119675914,0.0002531126441002207,2.7388985504661238e-05,2.2134907896262332e-05,3.532072366159802e-05,0.00020459656461373243,0.00019220155714865149,0.0003210047108079533,1.7372230191894194e-05,1.945421405860046e-05,2.709235645814315e-05,0.0007440009302788916,0.000683629702798308,0.0011057469292879763,0.001107648912883458,5.262467555959855e-05,0.0010686234838222564,0.00033367361309630104,0.0005341705940403082,0.0004059095370076436,0.0008907240017196743,0.0010271465375129955,0.0008127494225110994,8.310645423179336e-05,0.0002844005722164343,8.821786211291297e-05,0.000914847661533181,0.004475225931330381,0.0009215986905005212,2.8849978637032676e-05,4.955748492895785e-05,4.257717061167998e-05
b0967,1.4608017034915965e-05,5.746666498978705e-05,6.295118343531106e-05,2.0050866508685672e-05,9.344290920047136e-05,5.090732892027263e-05,2.4566809272237736e-05,1.4830435326242756e-05,3.6206992035606906e-05,6.353567282746673e-07,4.303734649327327e-05,4.602048074549611e-05,9.654355043788665e-06,1.1324836598087683e-05,1.8164943597393253e-05,4.2624284294541715e-05,4.127405233641259e-05,6.98961870307858e-05,8.181108404322242e-06,9.881505553574858e-06,5.104357013853059e-06,0.00018474549280621033,9.910336631171291e-05,0.00023330209973452623,0.00022469449375638032,7.70117203311624e-06,0.0002820458961257739,9.875075776998172e-05,0.00017637708293795072,0.00013320870254747335,0.00020028391191912143,0.0007190025762590968,0.0001880451436833094,3.11127177902945e-05,7.110014305410858e-05,7.351488509409428e-06,9.953203725015701e-05,0.0007937193161228159,0.00021670244275308293,1.7603376795477653e-05,4.955748492895785e-05,1.7968347230617138e-05
b0968,1.4528625637987047e-05,4.43314272778358e-05,5.478686612970758e-05,1.6361118676578904e-05,9.222936492514059e-05,5.734741269934332e-05,2.2333462974761587e-05,1.829087023569935e-05,4.7676287649370525e-05,1.0721644789635012e-06,4.0048641875684765e-05,4.602048074549611e-05,2.056797378894102e-05,1.4156045747609632e-05,2.977032422906123e-05,3.2962779854445575e-05,4.1890082968299305e-05,5.224563475028442e-05,1.9493258296718457e-05,2.130699634989575e-05,3.5337856249751966e-05,7.743536826547499e-05,4.2210693058692675e-05,6.751507709359275e-05,0.00010805228170578435,1.1551758049674385e-05,7.185637953068106e-05,1.940365766708414e-05,5.0393452267985876e-05,1.8850288096340537e-05,5.065728919734231e-05,0.00010271465375130998,5.7751692067533404e-05,1.0231699139090135e-05,4.7400095369405766e-05,3.675744254704701e-05,5.2942573005402705e-05,6.755058009555878e-05,6.50107328259249e-05,2.9338961325795996e-06,0.0,5.46862741801394e-06
b0969,1.7029454641247134e-05,6.173561724617125e-05,7.519765939371626e-05,1.9565373372882162e-05,0.00011164607333043344,7.206760419436197e-05,2.4008472697868645e-05,1.829087023569935e-05,4.902561654510736e-05,1.3104232520664964e-06,3.227800986995493e-05,6.055326413881057e-05,2.088278971428192e-05,1.6472489597218488e-05,3.632988719478661e-05,3.4857192489758604e-05,3.8193899176978763e-05,6.0011877753704944e-05,2.0705274356618088e-05,1.6366243573108323e-05,3.5730499096971425e-05,7.504538776345403e-05,5.689267325302051e-05,8.251842755883568e-05,0.00010986068809416596,5.13411468874416e-06,7.454619052915556e-05,3.187743759592388e-05,4.5354107041187464e-05,3.0160460954144876e-05,5.6754925859985195e-05,5.135732687565494e-05,6.90203149099789e-05,8.35240746048175e-06,2.3700047684702856e-05,2.2054465528228257e-05,9.529663140972473e-05,6.755058009555878e-05,6.50107328259249e-05,4.889826887632667e-06,0.0,8.593557371164748e-06
b0970,0.00018494225914582308,0.0008580594035331147,0.000878308661718491,0.00022619125197084717,0.0016686233785798421,0.0011150545057475886,0.0002610223485175095,0.00033566218621727215,0.00048171041577806036,1.2111487632728714e-05,0.0005726358047298605,0.0007133174515551674,0.00010903124880972915,0.000138471865676581,0.00013623707698043281,0.00048478019337649535,0.0006388237652665417,0.0009185347406771522,6.211582306980133e-05,8.306640605971545e-05,8.284764076330738e-05,0.0013632448783526742,0.0017150388114496717,0.0022940122861355465,0.0020683648067110812,0.00010781640846361066,0.002119571066797832,0.0006347768008230323,0.0008466099981019927,0.0007238510628993795,0.0015952355607420688,0.00231107970940424,0.0016089480552227183,8.143597273969697e-05,0.00023700047684702857,5.881190807527532e-05,0.0023146492917959453,0.007785204356012871,0.0018861289970184632,3.862963241229801e-05,0.0001982299397158314,3.867100817024145e-05
b0971,1.5878279385778208e-07,1.3135237711951358e-06,8.59401821642472e-07,1.456479407410582e-07,8.494809927315572e-06,1.533353280731106e-06,1.1166731487380755e-06,1.4830435326242755e-06,0.0,2.3825877310299975e-07,1.195481847035365e-06,0.0,1.6790182684849794e-06,2.573826499565386e-07,1.009163533188511e-06,5.683237905938899e-07,0.0,1.4120441824401172e-06,0.0,3.087970485492135e-07,1.177928541658399e-06,4.779961004041648e-07,0.0,2.2505025697864267e-06,9.042031941906666e-07,0.0,1.1527761422034362e-06,1.0394816607366518e-06,1.0078690453597173e-05,3.770057619268111e-06,0.0,0.0,5.282166957396343e-06,0.0,0.0,0.0,0.0,1.6887645023889677e-05,1.6354901339855317e-06,0.0,7.433622739343698e-05,1.171848732431557e-06
b0972,3.1359601786911982e-06,8.866285455567149e-06,1.0742522770530891e-05,2.9615081284015196e-06,7.281265651984777e-06,1.1960155589702625e-05,1.9541780102916342e-06,2.471739221040455e-06,2.023993343605357e-06,7.941959103433341e-08,5.9774092351768345e-06,4.844261131104846e-06,8.395091342424925e-07,2.059061199652311e-06,1.009163533188511e-06,6.251561696532788e-06,3.6961837913205254e-06,1.0825672065374239e-05,1.818024089849393e-06,3.087970485492135e-07,0.0,1.8163851815358326e-05,1.8352475242909828e-05,5.1011391581825515e-05,3.300341658795929e-05,2.5670573443720853e-06,4.457401083186601e-05,1.2820273815752027e-05,4.031476181438869e-05,8.796801111625578e-06,2.532864459867109e-05,0.000462215941880894,3.486230191881582e-05,1.8792916786083857e-06,0.00016590033379292,7.351488509409428e-06,1.4823920441512744e-05,8.443822511944837e-05,2.6167842143768514e-05,0.0,2.4778742464478965e-05,1.5624649765754099e-06
b0973,2.739003194046742e-06,8.209523569969581e-06,6.0158127514972975e-06,2.8158601876604626e-06,1.0921898477977166e-05,9.200119684386623e-06,2.2333462974761587e-06,2.9660870652485443e-06,5.172427433658117e-06,3.9709795517166654e-08,1.0161595699800638e-05,6.055326413881057e-06,1.259263701363736e-06,1.8016785496957707e-06,2.5229088329712917e-06,8.714298122439636e-06,8.008398214527806e-06,1.1061012762447582e-05,6.060080299497971e-07,1.235188194196854e-06,1.177928541658399e-06,3.226473677728129e-05,4.129306929654714e-05,3.9008711209631406e-05,2.75781974228153e-05,0.0,5.687028968203605e-05,2.0789633214733008e-05,8.566886885557617e-05,2.0106973969429915e-05,2.392149767652269e-05,0.00035950128812958467,3.063656835289873e-05,2.71453242465656e-06,9.480019073881142e-05,0.0,2.3294732122377182e-05,3.3775290047779354e-05,3.679852801467435e-05,1.9559307550530662e-06,2.4778742464478965e-05,1.9530812207192644e-06
b0974,1.8260021293644935e-06,5.910856970378099e-06,5.800962296086688e-06,1.1166342123481132e-06,9.708354202646369e-06,6.133413122924421e-06,5.583365743690385e-07,4.94347844208091e-06,2.698657791473801e-06,3.9709795517166654e-08,5.9774092351768345e-06,1.0899587544985902e-05,2.0987728356062283e-07,0.0,0.0,2.4627364259068585e-06,6.776336950754297e-06,3.7654511531736523e-06,8.080107065997282e-07,0.0,7.85285694438933e-07,2.103182841778333e-05,2.6611089102219255e-05,2.9256533407223538e-05,2.3509283048957314e-05,1.28352867218604e-06,2.574533384254342e-05,1.8364176006347503e-05,3.527541658759029e-05,1.5080230477072438e-05,2.063815485817643e-05,0.00010271465375130998,2.1128667829585335e-05,1.0440509325602172e-06,2.3700047684702856e-05,7.351488509409428e-06,2.7530137962809392e-05,3.3775290047779354e-05,2.6985587210761265e-05,0.0,0.0,1.9530812207192644e-06
b0975,1.5878279385778207e-06,7.881142627170804e-06,5.586111840676063e-06,1.4564794074105822e-06,8.494809927315572e-06,5.826742466778204e-06,2.5125145846606756e-06,9.886956884161795e-07,1.5742170450263863e-06,7.941959103433341e-08,4.781927388141469e-06,2.422130565552423e-06,9.444477760228004e-07,1.0295305998261555e-06,0.0,3.5993840070946364e-06,3.6961837913205254e-06,8.47226509464071e-06,1.0100133832496589e-07,1.8527822912952813e-06,3.9264284721946603e-07,2.2704814769197878e-05,2.6611089102219255e-05,3.975887873289354e-05,4.29496517240568e-05,3.8505860165581245e-06,4.1499941119323704e-05,1.4552743250313123e-05,4.5354107041187464e-05,2.1363659842519296e-05,2.392149767652269e-05,0.0,3.063656835289873e-05,4.8026342897769975e-06,2.3700047684702856e-05,7.351488509409428e-06,2.3294732122377182e-05,3.3775290047779354e-05,3.638965548117807e-05,4.889826887632666e-07,0.0,3.906162441438529e-07
b0976,5.160440800377926e-07,1.3135237711951358e-06,1.074252277053089e-06,1.9419725432141128e-07,3.6406328259923883e-06,0.0,2.7916828718451926e-07,9.886956884161795e-07,4.497762985789672e-07,0.0,1.195481847035365e-06,0.0,1.0493864178031141e-07,2.573826499565386e-07,0.0,2.4627364259068585e-06,1.2320612637735113e-06,1.4120441824401172e-06,5.050066916248306e-07,3.087970485492135e-07,3.9264284721946603e-07,1.0276916158689583e-05,1.1011485145745886e-05,1.2752847895456402e-05,1.4919352704145994e-05,0.0,2.151848798779746e-05,7.969359398980983e-06,2.0157380907194346e-05,1.0053486984714957e-05,7.50478358479142e-06,0.0001540719806269647,7.747178204181292e-06,1.4616713055843044e-06,0.0,0.0,6.353108760648339e-06,1.6887645023889677e-05,9.812940803913197e-06,0.0,0.0,3.906162441438529e-06
b0977,5.954354769666823e-07,9.851428283963494e-07,1.9336540986955626e-06,6.311410765445874e-07,6.06772137665398e-06,9.200119684386623e-07,2.7916828718451926e-07,1.9773913768323653e-06,4.497762985789672e-07,7.941959103433341e-08,1.7932227705530473e-06,1.2110652827762115e-06,4.1975456712124507e-07,0.0,5.045817665942573e-07,1.704971371781667e-06,3.08015315943377e-06,4.706813941467058e-07,1.0100133832496589e-07,3.087970485492135e-07,3.9264284721946603e-07,1.0276916158689583e-05,1.1011485145745886e-05,1.1252512848932153e-05,1.898826707800398e-05,0.0,1.4601831134576852e-05,5.543902190595476e-06,4.031476181438869e-05,1.2566858730893715e-05,1.5009567169582873e-05,0.00035950128812958467,7.395033740354851e-06,3.5497731707047354e-06,0.0,0.0,6.353108760648339e-06,0.0,1.2675048538387883e-05,0.0,0.0,3.515546197294676e-06
b0978,7.740661200566889e-06,2.988266579468931e-05,4.275524062671299e-05,9.370017521008094e-06,5.582303666521672e-05,3.8947173330570144e-05,7.258375466797501e-06,1.3841739637826578e-05,1.7541275644579773e-05,6.750665237918337e-07,2.4507377864224998e-05,2.785450150385281e-05,4.3024843129927655e-06,6.691948898870025e-06,9.587053565290897e-06,1.8565243826067012e-05,1.971298022037618e-05,4.047859989661677e-05,4.646061562948444e-06,8.955114407927212e-06,2.355857083316798e-06,6.620245990597717e-05,7.708039602022131e-05,0.00011402546353584582,8.002198268587383e-05,3.8505860165581245e-06,9.106931523407165e-05,2.8758992613714075e-05,0.00011590494021636769,5.1524120796664084e-05,6.801210123717237e-05,0.00010271465375130998,7.14853261567637e-05,4.593824103264963e-06,2.3700047684702856e-05,2.940595403763766e-05,8.470811680864441e-05,8.443822511944837e-05,7.237043842885984e-05,4.889826887632667e-06,0.0,2.3436974648631175e-06
b0979,4.2871354341601125e-06,1.4448761483146495e-05,1.912169053154502e-05,5.000579298776343e-06,2.427088550661592e-05,2.0240263305650615e-05,8.654216902720132e-06,1.1864348260994218e-05,1.3043512658790047e-05,0.0,1.4943523087942062e-05,1.5743848676090695e-05,2.518527402727472e-06,6.43456624891348e-06,5.045817665942573e-06,9.282621913033526e-06,8.624428846414562e-06,2.5181454586848814e-05,3.2320428263989185e-06,9.263911456476406e-06,3.926428472194659e-06,3.9434678283343577e-05,8.258613859309427e-05,8.476893012862211e-05,7.77614747003973e-05,8.984700705302304e-06,9.030079780593588e-05,3.880731533416823e-05,7.055083317518022e-05,3.267383270032363e-05,4.7373946378995876e-05,0.0002567866343782747,5.704740313988044e-05,1.1693370444674434e-05,9.480019073881142e-05,1.470297701881883e-05,3.600094964367396e-05,0.00016887645023889674,8.545435950074387e-05,4.4008441988694e-06,0.00012389371232239484,7.031092394589336e-06
b4592,1.5878279385778208e-07,1.3135237711951358e-06,1.074252277053089e-06,6.311410765445874e-07,2.4270885506615922e-06,2.453365249169768e-06,2.7916828718451926e-07,0.0,6.746644478684502e-07,0.0,5.977409235176834e-07,0.0,0.0,0.0,0.0,1.5155301082503737e-06,6.160306318867549e-07,1.1767034853667644e-06,0.0,0.0,0.0,1.4339883012124975e-06,9.176237621454913e-07,1.5003350465242843e-06,3.1647111796673285e-06,0.0,8.453691709491875e-06,2.078963321473301e-06,5.039345226798587e-06,0.0,1.8761958961978598e-06,5.135732687565494e-05,3.873589102090646e-06,1.4616713055843044e-06,0.0,0.0,2.1177029202161082e-06,0.0,2.8621077344746806e-06,0.0,0.0,0.0
b0980,1.5203452511882628e-05,5.352609367620163e-05,6.359573480154288e-05,1.6700963871641372e-05,8.130746644716342e-05,6.01074486046593e-05,2.1216789826023474e-05,2.6200435743028848e-05,2.8335906810474975e-05,7.941959103433342e-07,5.319894219307381e-05,3.3909827917733994e-05,1.0283986894470482e-05,1.5442958997392303e-05,2.3210761263335857e-05,3.4288868699164626e-05,4.373817486395953e-05,5.671710799467804e-05,6.666088329447793e-06,7.71992621373037e-06,5.889642708291994e-06,0.00011017810114316025,0.00011378534650604102,0.000153034174745477,0.00016049606696884298,6.417643360930225e-06,0.00018482844146661736,6.375487519184803e-05,0.00011590494021636769,9.048138286243477e-05,0.00011679319453831683,0.0005649305956322041,0.00011867268430950421,9.814078766066048e-06,9.480019073881142e-05,2.2054465528228257e-05,0.00013976839273426326,0.00038841583554946276,0.00011489318191248365,6.356774953922466e-06,0.00012389371232239484,2.3436974648631175e-06
b0981,1.008270740996918e-05,2.7912380137896543e-05,4.5548296547050904e-05,1.26228215308917e-05,4.490113818723952e-05,3.925384398671632e-05,1.0329226625827188e-05,1.087565257257797e-05,2.428792012326421e-05,8.339057058605005e-07,3.108252802291952e-05,2.9065566786629048e-05,6.716073073939918e-06,1.003792334830501e-05,1.4128289464639228e-05,2.500624678613117e-05,1.971298022037618e-05,4.071394059369002e-05,5.252069592898242e-06,1.0499099650673249e-05,4.711714166633596e-06,0.0001577387131333749,0.00016700752471047935,0.00023780310487409915,0.00019169107716842103,7.70117203311624e-06,0.00023824040272204362,0.00012092636653236369,0.0001562197020307564,0.00015205899064381364,0.00018011480603499454,0.000462215941880894,0.00019649661081514344,4.4267759540553236e-05,0.00035550071527054334,6.616339658468466e-05,0.00013765068981404712,0.0004559664156450217,0.00019503219847777473,2.5916082504453157e-05,7.433622739343698e-05,2.0702660939624156e-05
b0982,1.1511752554689217e-06,6.895999798774444e-06,8.594018216424721e-06,2.3303670518569324e-06,1.0921898477977166e-05,6.440083779070637e-06,2.5125145846606756e-06,3.4604349094566412e-06,2.698657791473801e-06,0.0,5.379668311659151e-06,8.47745697943348e-06,1.1543250595834222e-06,3.088591799478467e-06,2.5229088329712917e-06,5.872679169470192e-06,1.0472520742074804e-05,6.589539518053884e-06,1.4140187365495259e-06,9.263911456476406e-07,1.177928541658399e-06,1.8163851815358326e-05,2.4775841577928255e-05,2.775619836069929e-05,2.0344571869289977e-05,0.0,2.9203662269153703e-05,1.8364176006347503e-05,0.0,2.1363659842519296e-05,2.579769357272055e-05,0.00010271465375130998,1.8663656582800384e-05,4.8026342897769975e-06,2.3700047684702856e-05,7.351488509409428e-06,8.47081168086444e-06,0.0,2.6167842143768514e-05,0.0,7.433622739343698e-05,1.171848732431557e-06
b0983,1.1908709539333645e-06,1.3791999597548864e-05,8.164317305603486e-06,2.5731136197586954e-06,1.0921898477977166e-05,5.52007181063197e-06,6.141702318059426e-06,2.9660870652485443e-06,3.373322239342258e-06,1.1912938655150034e-07,2.9887046175884215e-06,2.422130565552423e-06,1.6790182684849794e-06,1.8016785496957707e-06,5.045817665942573e-06,3.5993840070946364e-06,8.008398214527806e-06,5.648176729760477e-06,1.4140187365495259e-06,1.5439852427460677e-06,4.711714166633596e-06,3.1308744576472797e-05,4.312831682083794e-05,5.0261224058563375e-05,3.526392457343597e-05,1.28352867218604e-06,4.8800856686612065e-05,2.1482620988557446e-05,6.0472142721583046e-05,2.3877031588698012e-05,3.18953302353636e-05,0.0007190025762590968,3.345372406351012e-05,5.846685222337224e-06,7.110014305410858e-05,2.2054465528228257e-05,2.7530137962809392e-05,8.443822511944837e-05,3.148318507922148e-05,2.4449134438163333e-06,2.4778742464478965e-05,6.640476150445483e-06
b0984,2.4214376063311798e-06,1.9046094682329407e-05,1.7832587799081203e-05,3.301353323463989e-06,1.5776075579300372e-05,1.1960155589702625e-05,5.862534030874911e-06,4.94347844208091e-06,8.320861523710888e-06,1.5883918206866683e-07,1.3748041240906751e-05,9.688522262209692e-06,2.7284046862880935e-06,1.3383897797739994e-05,6.559562965725355e-06,7.388209277720566e-06,8.008398214527806e-06,1.529714530976795e-05,2.525033458124156e-06,2.7791734369429215e-06,2.7484999305362608e-06,6.046650670112705e-05,8.166851483094874e-05,0.00012077697124520515,0.00011483380566221433,6.417643360930225e-06,0.00011835168393288624,5.647850356669146e-05,4.031476181438869e-05,6.534766540064719e-05,9.193359891369497e-05,0.00035950128812958467,9.226184952252248e-05,1.1693370444674434e-05,0.00014220028610821716,2.2054465528228257e-05,0.0001101205518512377,0.00023642703033445561,8.872533976871524e-05,8.8016883977388e-06,2.4778742464478965e-05,8.593557371164748e-06
b0985,1.4687408431844842e-06,5.254095084780531e-06,4.0821586528017345e-06,1.0680848987677624e-06,8.494809927315572e-06,3.986718529900869e-06,2.2333462974761587e-06,2.9660870652485443e-06,4.272874836500187e-06,7.941959103433341e-08,1.195481847035365e-06,0.0,8.395091342424925e-07,1.5442958997392307e-06,3.027490599565542e-06,3.5993840070946364e-06,3.6961837913205254e-06,2.11806627366017e-06,6.060080299497971e-07,6.17594097098427e-07,1.5705713888778618e-06,3.680569973112079e-05,3.762257424796525e-05,3.9008711209631406e-05,4.611436290372394e-05,2.5670573443720853e-06,5.45647373976292e-05,2.8412498726801842e-05,6.551148794838182e-05,3.89572620657703e-05,4.3152505612550854e-05,0.0002567866343782747,3.662302423794796e-05,1.378147230979487e-05,0.00014220028610821716,1.470297701881883e-05,3.600094964367396e-05,0.00015198880521500723,3.638965548117807e-05,4.889826887632667e-06,2.4778742464478965e-05,4.2967786855823815e-06
b0986,1.1114795570044748e-06,4.268952256384185e-06,2.7930559203380315e-06,7.767890172856442e-07,3.6406328259923883e-06,3.986718529900869e-06,8.375048615535586e-07,1.4830435326242755e-06,3.823098537921215e-06,1.5883918206866683e-07,1.195481847035365e-06,4.844261131104846e-06,7.345704924621788e-07,5.147652999130777e-07,5.045817665942573e-07,2.2732951623755557e-06,0.0,3.2947697590269343e-06,6.060080299497971e-07,9.263911456476406e-07,3.9264284721946603e-07,2.9157762124654136e-05,1.00938613836004e-05,3.975887873289354e-05,3.481182297634062e-05,0.0,4.380549340373056e-05,2.1482620988557446e-05,4.5354107041187464e-05,2.7647089207966146e-05,3.5647722027759405e-05,0.0002054293075026194,3.979232441238572e-05,7.3083565279215224e-06,9.480019073881142e-05,0.0,2.1177029202161086e-05,0.00018576409526278623,3.311867521320703e-05,1.4669480662897998e-06,2.4778742464478965e-05,1.5624649765754099e-06
b0987,3.9695698464445617e-07,9.851428283963494e-07,1.7188036432849374e-06,9.709862716070564e-07,1.2135442753307961e-06,3.066706561462219e-06,5.583365743690385e-07,9.886956884161795e-07,8.995525971579344e-07,0.0,1.195481847035365e-06,0.0,1.0493864178031141e-07,5.147652999130777e-07,0.0,7.577650541251858e-07,1.2320612637735113e-06,4.471473244393714e-06,0.0,3.087970485492135e-07,0.0,2.0553832317379136e-05,1.376435643218237e-05,2.9256533407223538e-05,2.170087666057597e-05,2.5670573443720853e-06,2.728236869881464e-05,9.355334946629854e-06,3.0236071360791523e-05,8.796801111625578e-06,1.2195273325286079e-05,0.0,2.0424378901932483e-05,0.0,0.0,1.470297701881883e-05,1.2706217521296643e-05,8.443822511944837e-05,2.5758969610272124e-05,1.4669480662897998e-06,2.4778742464478965e-05,3.515546197294676e-06
b4516,4.763483815733458e-07,9.851428283963494e-07,1.9336540986955626e-06,4.3694382222317506e-07,4.8541771013231845e-06,3.066706561462202e-07,5.583365743690385e-07,0.0,6.746644478684502e-07,0.0,5.977409235176834e-07,0.0,4.1975456712124507e-07,2.573826499565386e-07,0.0,7.577650541251858e-07,6.160306318867549e-07,1.8827255765868261e-06,5.050066916248306e-07,3.087970485492135e-07,0.0,1.4817879112529166e-05,2.385821781578277e-05,2.6255863314174995e-05,3.481182297634062e-05,0.0,2.4592557700339947e-05,1.663170657178643e-05,2.5196726133992938e-05,3.393051857341297e-05,1.9231007936028065e-05,0.0,2.6058690323155237e-05,2.923342611168612e-06,2.3700047684702856e-05,1.470297701881883e-05,8.47081168086444e-06,5.0662935071669106e-05,2.2079116808804687e-05,2.9338961325795996e-06,0.0,3.124929953150823e-06
b0988,7.581878406709094e-06,2.2001523167518494e-05,2.8360260114201533e-05,8.88452438520454e-06,4.854177101323184e-05,2.42269818355515e-05,6.420870605243944e-06,2.9660870652485443e-06,1.3718177106658476e-05,3.9709795517166655e-07,1.315030031738905e-05,1.9377044524419407e-05,2.623466044507785e-06,2.059061199652311e-06,8.577890032102385e-06,1.2503123393065538e-05,9.240459478301293e-06,1.7179870886354733e-05,1.919025428174358e-06,6.17594097098427e-07,1.9632142360973348e-06,0.00033172929368026284,0.00021288871281775393,0.0005918821758535786,0.0004195502821040823,1.540234406623248e-05,0.0005506427372589871,0.00012265883596692485,0.00016125904725755477,0.00018096276572486915,0.00036867249360279667,0.0007703599031347466,0.0004366591351446115,1.5451953801891223e-05,9.480019073881142e-05,2.940595403763766e-05,0.000489189374569647,0.0007092810910033668,0.000406010425761887,4.889826887632667e-06,0.0,1.406218478917869e-05
b0989,3.1756558771556415e-07,3.940571313585395e-06,2.578205464927406e-06,0.0,1.2135442753307961e-06,6.13341312292442e-07,8.375048615535586e-07,0.0,1.7991051943158718e-06,0.0,5.977409235176834e-07,0.0,0.0,0.0,1.009163533188511e-06,5.683237905938899e-07,0.0,4.706813941467058e-07,1.11101472157463e-06,0.0,1.177928541658399e-06,6.93094345586042e-06,9.176237621454914e-06,3.7508376163107106e-06,9.042031941906665e-06,0.0,5.763880711017181e-06,1.7324694345610863e-06,1.5118035680395762e-05,6.283429365446858e-06,1.8761958961978598e-06,5.135732687565494e-05,7.747178204181292e-06,8.352407460481751e-07,0.0,0.0,8.47081168086444e-06,0.0,5.315342935452975e-06,4.889826887632666e-07,0.0,7.812324882877042e-07
b0990,4.763483815733458e-07,1.6419047139939137e-06,1.5039531878743252e-06,0.0,0.0,6.13341312292442e-07,0.0,4.943478442080909e-07,2.2488814928948297e-07,0.0,5.977409235176834e-07,0.0,4.1975456712124507e-07,0.0,0.0,5.683237905938899e-07,0.0,2.353406970733529e-07,0.0,0.0,3.9264284721946603e-07,4.06296685343542e-06,5.505742572872943e-06,5.251172662834981e-06,4.973117568048678e-06,0.0,6.148139425084976e-06,2.078963321473301e-06,0.0,1.2566858730893716e-06,3.283342818346254e-06,0.0,5.634311421222749e-06,0.0,2.3700047684702856e-05,0.0,2.1177029202161082e-06,0.0,5.315342935452975e-06,0.0,0.0,7.812324882877042e-07
b4723,3.969569846444562e-08,0.0,6.445513662318532e-07,4.854931358035259e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.045817665942573e-07,1.8944126353129695e-07,0.0,2.353406970733529e-07,0.0,0.0,0.0,2.38998050202083e-06,9.176237621454913e-07,2.2505025697864267e-06,3.616812776762662e-06,0.0,1.5370348562712484e-06,3.4649388691221726e-07,0.0,0.0,1.8761958961978598e-06,0.0,5.634311421222749e-06,0.0,0.0,0.0,2.1177029202161082e-06,0.0,1.6354901339855317e-06,0.0,2.4778742464478965e-05,0.0
b0991,4.366526831088991e-07,3.2838094279878273e-07,4.29700910821236e-07,4.854931358035258e-07,0.0,1.226682624584884e-06,5.583365743690385e-07,0.0,0.0,0.0,0.0,0.0,4.1975456712124507e-07,0.0,0.0,3.788825270625929e-07,0.0,9.413627882934116e-07,0.0,0.0,0.0,6.452947355456259e-06,9.176237621454913e-07,3.0006700930485686e-06,4.973117568048678e-06,1.28352867218604e-06,5.379621996949387e-06,1.0394816607366518e-06,0.0,0.0,5.159538714544124e-06,0.0,3.873589102090646e-06,0.0,2.3700047684702856e-05,0.0,6.353108760648339e-06,1.6887645023889677e-05,2.4532352009782975e-06,0.0,0.0,7.812324882877042e-07
b4517,1.2305666523978112e-06,1.3135237711951358e-06,8.59401821642472e-07,5.340424493838812e-07,0.0,2.1466945930235512e-06,1.1166731487380755e-06,0.0,2.4737696421843153e-06,0.0,5.977409235176834e-07,1.2110652827762115e-06,2.0987728356062283e-07,0.0,1.513745299782771e-06,1.3260888447190711e-06,1.848091895660267e-06,2.3534069707335287e-06,5.050066916248306e-07,0.0,7.85285694438933e-07,1.6729863514145813e-05,3.670495048581971e-06,3.300737102353427e-05,3.164711179667328e-05,0.0,1.8828676989322806e-05,4.504420529858812e-06,0.0,6.283429365446858e-06,1.6416714091731273e-05,0.0,1.9367945510453233e-05,5.429064849313137e-06,2.3700047684702856e-05,0.0,1.0588514601080543e-05,0.0,1.0221813337409555e-05,4.4008441988694e-06,0.0,1.9530812207192644e-06
