"","wt_t00","wt_t00","wt_t00","wt_t10","wt_t10","wt_t10","wt_t10_riff","wt_t10_riff","wt_t10_riff","wt_t30","wt_t30","wt_t30","wt_t30_riff","wt_t30_riff","wt_t30_riff","wt_t60","wt_t60","wt_t60","wt_t60_riff","wt_t60_riff","wt_t60_riff","ppk_delta_t00","ppk_delta_t00","ppk_delta_t00","ppk_delta_t10","ppk_delta_t10","ppk_delta_t10","ppk_delta_t10_riff","ppk_delta_t10_riff","ppk_delta_t10_riff","ppk_delta_t30","ppk_delta_t30","ppk_delta_t30","ppk_delta_t30_riff","ppk_delta_t30_riff","ppk_delta_t30_riff","ppk_delta_t60","ppk_delta_t60","ppk_delta_t60","ppk_delta_t60_riff","ppk_delta_t60_riff","ppk_delta_t60_riff"
"b2783",2.26898731707958e-05,2.91283658728972e-05,2.8822106711643e-05,3.01392212255465e-05,1.82278470464899e-05,3.37542899758595e-05,2.67211729789642e-05,4.42301738245831e-05,3.84760643441299e-05,6.02052914430649e-06,3.05704715827529e-05,3.13723753317167e-05,2.62514718548773e-05,5.86059448968873e-05,2.8976088517811e-05,2.28799379271298e-05,3.41080842554951e-05,2.75106450475966e-05,4.84556698425803e-05,5.86406515412556e-05,4.28769497805675e-05,8.36807830885309e-05,9.33729775280152e-05,9.1211847297644e-05,9.33971180932407e-05,3.41520185156482e-05,7.17762352517132e-05,8.93108199395814e-05,0.000129710003410353,5.93035160468146e-05,6.15382327954176e-05,0.000167048093146017,7.54445137284263e-05,9.74294275792183e-05,5.81088475562808e-05,4.35114856724836e-05,0.000112792868532207,8.37184039596763e-05,8.32394425777481e-05,7.07620152435313e-05,0.000143533802210421,5.64150248687914e-05
"b2784",0.000503489312351053,0.0006096334981363,0.000558006372282169,0.000488715844178133,0.000455696176162247,0.000575236721839909,0.000473660244312051,0.000939891193772392,0.000560940517017052,9.76185796969696e-05,0.00075562230846935,0.000553630152912648,0.00041868223359786,0.000842122346672197,0.000506564118909588,0.000498742506569452,0.00075464136415283,0.000577880749685514,0.000548061740130754,0.000888333175827451,0.000613530172314665,0.001117216163659,0.00154779832500176,0.000936720567568649,0.00123997410239426,0.00060160094154488,0.00106367191999527,0.00161037744024589,0.00184217353158074,0.00139689106204777,0.00116179227418463,0.000851945275044685,0.00104137190996796,0.00123872740886946,0.000920056752974447,0.000734256320723161,0.00126229396040416,0.00103933335647501,0.0011025814688987,0.000960603522995088,0.000526290608104875,0.000765596819790191
"b2785",6.80696195123874e-05,6.08344632389712e-05,6.34865323513218e-05,5.9231941714095e-05,5.9370701808567e-05,5.56680698554751e-05,5.71027806125811e-05,6.19222433544164e-05,6.42955285750592e-05,1.07509449005473e-05,6.97804242649795e-05,3.96768276254065e-05,5.28861768755192e-05,5.63518700931609e-05,6.05393277961408e-05,6.42243871638731e-05,6.46632430677095e-05,4.99907721436326e-05,7.64045033012699e-05,6.63947872822481e-05,8.22457854881794e-05,0.000252432939013887,0.000141554763085176,0.000230791077841195,0.000235700363478942,7.6185272073369e-05,0.000208151082229968,0.000155697646037104,0.000129710003410353,0.000178888078624732,0.000197830963147685,7.51716419157075e-05,0.000226630566829879,9.95916994706631e-05,9.68480792604681e-05,8.15840356359068e-05,0.000174428315817566,0.00028382580854622,0.000191268773792039,8.02947219602765e-05,0.000125592076934118,9.13623854069807e-05
"b2786",2.9876710826704e-05,2.42306760358614e-05,2.31096170931192e-05,2.45927673194564e-05,1.82278470464899e-05,1.89094713477328e-05,1.68379994114021e-05,3.39097999321804e-05,2.31193895401132e-05,9.46083151248163e-06,2.39247168908501e-05,1.93770553519427e-05,1.78203422080554e-05,1.93850433120474e-05,1.81100553236319e-05,1.98694197788233e-05,2.20281377483406e-05,1.85500349463794e-05,1.68685267028778e-05,1.5508271481985e-05,1.01345517663159e-05,3.33741539590622e-05,3.28965294493719e-05,3.07944585371862e-05,3.29437107456158e-05,1.57624700841453e-05,3.8223007206334e-05,2.67667442548894e-05,3.93502257537026e-05,2.67191665705428e-05,2.95989262886237e-05,9.18764512303092e-05,3.05936413938107e-05,9.28504988679235e-06,3.87392317041872e-05,5.43893570906045e-06,2.89686602241188e-05,4.90058950007861e-05,2.59270394914298e-05,1.02659918488025e-05,1.79417252763026e-05,6.98947210763787e-06
"b2787",4.02462908730858e-05,4.433698168264e-05,3.93382807821073e-05,4.01856283007287e-05,3.54141028331803e-05,4.66551442598267e-05,4.31931289249011e-05,7.22426172468191e-05,3.64510083260178e-05,5.16045355226271e-06,6.44638205114573e-05,3.59859599393221e-05,2.72095547692888e-05,2.88521574876984e-05,2.43192171488771e-05,4.59605770641467e-05,8.74019659047063e-05,5.6121715897097e-05,1.33955947346382e-05,1.16312036114887e-05,8.57538995611349e-06,4.36808779758314e-05,6.08087362548996e-05,3.61500165436534e-05,5.16231343642639e-05,2.62707834735755e-05,4.33251733266365e-05,2.94169169533933e-05,4.22650572910139e-05,2.02022966752885e-05,3.85474388875099e-05,5.0114427943805e-05,4.11875560512143e-05,7.50435538795546e-06,1.45272118890702e-05,1.63168071271814e-05,5.60882570296768e-05,4.28801581256879e-05,4.63957548794006e-05,9.89934928277381e-06,0,5.74135208841682e-06
"b2788",3.15194165766259e-05,4.20170233387809e-05,2.81729601640835e-05,3.48484745420382e-05,3.2289329053782e-05,2.3857744223775e-05,2.45249121861726e-05,4.2018665133354e-05,2.12630881901771e-05,6.88060473635028e-06,4.31974054973683e-05,3.78313937823643e-05,1.28383110531152e-05,1.98358582727926e-05,1.44880442589055e-05,4.41542661751628e-05,5.32938816492111e-05,2.46809786998438e-05,4.96133138319934e-06,8.23876922480451e-06,6.23664724080981e-06,2.17586395909572e-05,2.32601723379397e-05,1.89118142103372e-05,1.81133804786891e-05,2.10166267788604e-05,2.18787801429921e-05,1.28533375877439e-05,1.60315734552122e-05,1.20562093062205e-05,1.8723041745362e-05,5.0114427943805e-05,2.13858464112075e-05,4.83331363970013e-06,1.45272118890702e-05,2.71946785453023e-06,1.54088618213398e-05,2.04191229169942e-05,2.00138550460159e-05,2.93314052822928e-06,5.98057509210086e-06,5.49172808457261e-06
"b2789",4.51744081228514e-06,6.70210188225954e-06,4.54402583291669e-06,6.17435434828905e-06,1.09367082278939e-05,5.83189303247834e-06,1.46417386186105e-06,7.37169563743052e-06,4.21886670440021e-06,1.29011338806568e-06,3.98745281514169e-06,5.53630152912648e-06,3.44909849188168e-06,1.35244488223586e-06,1.5522904563113e-06,5.820335086726e-06,7.10585088656149e-06,6.44535112543691e-06,1.65377712773311e-06,1.45390045143609e-06,1.55916181020245e-06,6.21675416884492e-06,1.16300861689699e-05,6.52708632038186e-06,5.88684865557396e-06,2.62707834735755e-06,5.62103047151971e-06,5.1678367620826e-06,1.45741576865565e-05,9.77530484288153e-07,4.26775216254574e-06,9.18764512303092e-05,4.65340176540162e-06,7.63154785215809e-07,4.8424039630234e-06,0,5.54719025568233e-06,1.22514737501965e-05,5.79946935992508e-06,2.19985539617196e-06,1.19611501842017e-05,4.99248007688419e-07
"b2790",2.58726155612694e-05,3.06750047688033e-05,2.77834722355478e-05,2.82555198989499e-05,2.49981902351861e-05,3.30473938507106e-05,9.15108663663158e-06,1.25318825836319e-05,1.26566001132006e-05,6.88060473635028e-06,3.98745281514169e-05,2.49133568810692e-05,4.02394824052863e-06,6.76222441117931e-06,4.65687136893391e-06,2.30806391370169e-05,3.05551588122144e-05,3.09691261392944e-05,1.32302170218649e-06,2.90780090287218e-06,3.89790452550613e-07,2.52760136601721e-05,2.72476304530151e-05,2.49368169676128e-05,2.86417828819271e-05,5.25415669471511e-06,1.93709357787756e-05,1.020316488924e-05,1.31167419179009e-05,1.59663312433732e-05,2.73962154950517e-05,2.50572139719025e-05,2.05937780256072e-05,2.79823421245797e-06,9.68480792604681e-06,0,2.7119596805558e-05,4.08382458339884e-05,1.80806985927076e-05,2.19985539617196e-06,1.19611501842017e-05,4.99248007688419e-07
"b2791",3.14167474672557e-05,4.17592501894633e-05,3.77803290679645e-05,2.97206209307473e-05,2.3435803345487e-05,3.16336016004128e-05,8.41899970570105e-06,1.10575434561458e-05,5.56890404980828e-06,6.45056694032839e-06,5.71534903503642e-05,2.95269414886746e-05,2.87424874323474e-06,5.86059448968873e-06,3.62201106472637e-06,2.910167543363e-05,4.40562754966812e-05,3.63140514628275e-05,1.15764398941318e-06,4.36170135430827e-06,2.33874271530368e-06,1.79140679339084e-05,2.25955959854272e-05,1.37236173915721e-05,2.10568048064761e-05,5.25415669471511e-06,1.7814342725124e-05,5.3003453970078e-06,2.9148315373113e-05,5.86518290572892e-06,1.62449921025935e-05,2.50572139719025e-05,1.78215386760062e-05,6.35962321013174e-07,9.68480792604681e-06,5.43893570906045e-06,1.23270894570718e-05,2.04191229169942e-06,1.61475421393992e-05,3.6664256602866e-07,0,1.99699203075368e-06
"b2792",3.24434385609569e-05,2.91283658728972e-05,2.37587636406787e-05,2.44881172457566e-05,3.12477377939826e-05,2.03232635980306e-05,4.02647812011789e-06,7.37169563743052e-07,2.36256535446412e-06,3.44030236817514e-06,2.92413206443724e-05,2.86042245671535e-05,1.34131608017621e-06,1.35244488223586e-06,0,3.09079863226139e-05,3.26869140781828e-05,2.68818303036515e-05,3.30755425546623e-07,2.90780090287218e-06,3.89790452550613e-07,1.05521222076447e-05,4.65203446758795e-06,9.20486532361545e-06,8.60385572737732e-06,0,8.6477391869534e-06,6.62543174625975e-07,5.8296630746226e-06,9.77530484288153e-07,7.98482662669848e-06,2.50572139719025e-05,7.42564111500259e-06,5.0876985681054e-07,0,0,4.93083578282873e-06,2.04191229169942e-05,6.93662021481234e-06,0,0,4.99248007688419e-07
"b4408",0.000144044760446274,3.42838288592507e-05,4.76473565908693e-05,9.24060150769361e-05,4.79131979507734e-05,4.43577318530928e-05,5.85669544744421e-06,5.89735650994442e-06,1.85630134993609e-06,1.591139845281e-05,2.32601414216598e-05,2.58360738025903e-05,4.98203115494021e-06,1.80325984298115e-06,2.06972060841507e-06,9.09176480788579e-05,2.27387228369968e-05,4.27594025882644e-05,6.61510851093246e-07,0,1.16937135765184e-06,5.66869820922306e-05,1.03009334639447e-05,3.28027927896114e-05,2.96606605338534e-05,2.62707834735755e-06,2.72403784389032e-05,9.27560444476364e-07,1.45741576865565e-06,6.51686989525435e-07,1.17019010908512e-05,8.35240465730084e-06,3.03956242974106e-05,3.81577392607905e-07,9.68480792604681e-06,0,1.6641570767047e-05,3.06286843754913e-05,1.69435477378203e-05,0,0,9.98496015376839e-07
"b2793",1.32443151087451e-05,7.73319447953023e-06,7.78975857071432e-06,1.15115081069796e-05,1.09367082278939e-05,5.4784449699039e-06,7.68691277477053e-06,5.16018694620137e-06,5.06264004528025e-06,3.01026457215325e-06,8.63948109947366e-06,5.53630152912648e-06,4.59879798917558e-06,4.50814960745287e-07,6.72659197734898e-06,8.83085323503256e-06,7.10585088656149e-06,8.17459167128584e-06,2.8114211171463e-06,3.87706787049624e-06,1.55916181020245e-06,1.18609125589804e-05,2.65830541005026e-06,1.10458383883385e-05,7.01893493549203e-06,0,8.47478440321433e-06,4.10776768268104e-06,4.37224730596695e-06,1.95506096857631e-06,7.43414892830548e-06,8.35240465730084e-06,1.25740856214044e-05,5.0876985681054e-07,2.90544237781404e-05,0,1.23270894570718e-05,2.04191229169942e-06,1.13715085488727e-05,0,0,4.99248007688419e-07
"b2794",1.6735064827329e-05,1.64974815563312e-05,1.60988343794763e-05,1.61161113497714e-05,2.70813727547849e-05,1.53749907219884e-05,1.06152604984926e-05,2.13779173485485e-05,1.11378080996166e-05,2.58022677613135e-06,1.59498112605667e-05,8.30445229368972e-06,7.281430149528e-06,7.66385433266988e-06,1.44880442589055e-05,1.30455786426617e-05,1.35011166844668e-05,1.39911280527777e-05,5.7882199470659e-06,2.42316741906015e-06,5.8468567882592e-06,3.95909081279071e-05,4.22005983845478e-05,3.41416822912282e-05,4.05286888210669e-05,5.25415669471511e-06,4.01255098274638e-05,2.78268133342909e-05,1.74889892238678e-05,2.34607316229157e-05,4.01994719826889e-05,2.50572139719025e-05,4.03954876656141e-05,1.13201293140345e-05,0,5.43893570906045e-06,4.12957496811907e-05,2.45029475003931e-05,3.3318520048197e-05,7.69949388660185e-06,1.19611501842017e-05,3.74436005766315e-06
"b2795",4.02462908730858e-05,3.63460140537921e-05,3.24573273779764e-05,4.25925799958245e-05,3.593489846308e-05,2.75689488808067e-05,3.03816076336168e-05,4.71788520795553e-05,2.76757655808654e-05,4.30037796021892e-06,4.2532830028178e-05,2.58360738025903e-05,2.51017723575834e-05,2.20899330765191e-05,3.31155297346411e-05,3.91367359279852e-05,4.33456904080251e-05,3.94581251825528e-05,2.14991026605305e-05,1.93853393524812e-05,1.28630849341702e-05,0.000161390210199092,0.000131918405973744,0.000130207004032233,0.000140152281453857,4.99144885997935e-05,0.000144590199205861,6.14840066052904e-05,7.28707884327825e-05,5.995520303634e-05,0.000143864548705171,0.00020045771177522,0.000154453335192054,2.32762209490822e-05,1.45272118890702e-05,1.08778714181209e-05,0.000112792868532207,0.000118430912918566,0.000128156901345795,1.24658472449744e-05,2.39223003684034e-05,8.73684013454734e-06
"b2796",9.54822717142086e-06,1.39197500631544e-05,1.11653206180239e-05,1.04650073699814e-05,1.2499095117593e-05,8.48275350178668e-06,4.02647812011789e-06,6.63452607368747e-06,3.88135736804819e-06,4.30037796021892e-06,1.59498112605667e-05,1.1995319979774e-05,2.49101557747011e-06,7.66385433266988e-06,3.1045809126226e-06,1.14399689635649e-05,9.23760615252993e-06,8.8034064152309e-06,2.8114211171463e-06,4.8463348381203e-06,7.79580905101227e-07,1.40694962768595e-05,2.62507659242463e-05,1.355625620387e-05,1.47171216389349e-05,2.62707834735755e-06,1.41822922666036e-05,5.96288857163377e-06,2.47760680671461e-05,7.16855688477979e-06,1.8723041745362e-05,2.50572139719025e-05,1.52473164228053e-05,2.67104174825533e-06,4.8424039630234e-06,2.71946785453023e-06,1.23270894570718e-05,1.83772106252948e-05,1.46692460280458e-05,6.59956618851588e-06,0,2.74586404228631e-06
"b2797",5.74947012472654e-06,5.92878243430651e-06,6.10197754705955e-06,6.27900442198886e-06,1.14575038577936e-05,4.94827287604223e-06,3.66043465465263e-06,4.42301738245831e-06,3.37509336352017e-06,3.01026457215325e-06,8.63948109947366e-06,5.53630152912648e-06,2.68263216035242e-06,2.70488976447172e-06,2.06972060841507e-06,5.4189326669518e-06,9.23760615252993e-06,6.60255481142317e-06,1.81915484050643e-06,9.6926696762406e-07,7.79580905101227e-07,9.97952642893526e-06,1.49529679315327e-05,1.1882644326849e-05,1.42642871269677e-05,5.25415669471511e-06,1.59118401039943e-05,6.22790584148416e-06,8.7444946119339e-06,4.23596543191533e-06,1.07382151186635e-05,4.17620232865042e-05,1.01978804646036e-05,3.30700406926851e-06,9.68480792604681e-06,5.43893570906045e-06,1.17107349842182e-05,2.45029475003931e-05,1.18263688908276e-05,2.19985539617196e-06,3.58834505526051e-05,1.74736802690947e-06
"b2798",2.97740417173339e-06,8.50651392748326e-06,4.15453790438097e-06,4.49995316909202e-06,2.60397814949855e-06,2.12068837544667e-06,4.02647812011789e-06,7.37169563743052e-07,3.20633869534416e-06,0,2.65830187676112e-06,3.69086768608432e-06,9.58082914411579e-07,1.80325984298115e-06,5.17430152103767e-07,2.20771330875814e-06,2.84234035462459e-06,6.13094375346438e-06,3.30755425546623e-07,2.42316741906015e-06,2.33874271530368e-06,2.04498492396214e-05,2.3592460514196e-05,2.41000110291023e-05,2.43398550182385e-05,1.83895484315029e-05,3.14777706405104e-05,2.1731416127732e-05,3.64353942163913e-05,2.21573576438648e-05,2.50558352768814e-05,2.50572139719025e-05,2.50491626946087e-05,5.4692759607133e-06,9.68480792604681e-06,5.43893570906045e-06,3.0201369169826e-05,2.85867720837919e-05,3.0816788167445e-05,3.6664256602866e-06,5.98057509210086e-06,3.74436005766315e-06
"b2799",5.95480834346677e-06,5.15546298635349e-06,7.40027064217861e-06,5.12785361129091e-06,3.12477377939826e-06,7.24568528277612e-06,4.39252158558316e-06,8.10886520117357e-06,3.37509336352017e-06,1.72015118408757e-06,7.97490563028337e-06,6.45901845064756e-06,3.25748190899937e-06,4.95896456819816e-06,1.5522904563113e-06,8.83085323503256e-06,6.39526579790534e-06,7.07416586938197e-06,8.26888563866557e-07,2.42316741906015e-06,2.72853316785429e-06,1.93046576822026e-05,2.99059358630654e-05,1.8577091834933e-05,2.47926895302057e-05,7.88123504207266e-06,1.95438905625147e-05,1.31183548575943e-05,1.45741576865565e-05,1.82472357067122e-05,1.9273719443755e-05,1.67048093146017e-05,1.85145985134065e-05,2.67104174825533e-06,1.93696158520936e-05,5.43893570906045e-06,2.52705333869973e-05,1.4293386041896e-05,1.87629891056399e-05,7.69949388660185e-06,0,2.99548804613052e-06
"b2800",1.2320293124414e-06,1.28886574658837e-06,6.49146547559527e-07,9.4185066329833e-07,0,1.76724031287222e-07,7.32086930930526e-07,7.37169563743052e-07,3.37509336352017e-07,0,1.32915093838056e-06,0,0,0,0,4.01402419774207e-07,1.4211701773123e-06,3.14407371972532e-07,0,0,0,3.02657768746397e-06,6.64576352512564e-07,1.67361187702099e-06,2.83021569979517e-06,0,2.85375393169462e-06,1.19257771432675e-06,2.9148315373113e-06,0,1.3766942459825e-06,8.35240465730084e-06,3.06926499420107e-06,1.65350203463425e-06,9.68480792604681e-06,0,6.16354472853592e-07,0,2.50173188075199e-06,7.33285132057319e-07,0,2.4962400384421e-07
"b2801",1.74537485929199e-06,1.54663889590605e-06,5.19317238047622e-07,1.15115081069796e-06,3.12477377939826e-06,7.0689612514889e-07,1.83021732732632e-06,0,6.75018672704034e-07,4.30037796021892e-07,6.64575469190281e-07,2.76815076456324e-06,5.74849748646947e-07,0,1.03486030420753e-06,6.02103629661311e-07,3.55292544328074e-06,1.10042580190386e-06,1.65377712773311e-07,9.6926696762406e-07,3.89790452550613e-07,3.4355746722564e-06,1.99372905753769e-06,2.67777900323359e-06,1.81133804786891e-06,2.62707834735755e-06,2.33488958047742e-06,1.98762952387792e-06,7.28707884327825e-06,9.77530484288153e-07,1.3766942459825e-06,0,2.77223934960097e-06,1.27192464202635e-06,1.45272118890702e-05,2.71946785453023e-06,3.08177236426796e-06,8.16764916679769e-06,2.72916205172945e-06,7.33285132057319e-07,5.98057509210086e-06,9.98496015376839e-07
"b2802",6.67349210905759e-06,1.0310925972707e-05,6.62129478510718e-06,7.53480530638664e-06,3.12477377939826e-06,6.53878915762723e-06,7.68691277477053e-06,4.42301738245831e-06,2.86882935899214e-06,8.60075592043785e-07,7.31033016109309e-06,5.53630152912648e-06,2.29939899458779e-06,2.70488976447172e-06,4.13944121683014e-06,6.22173750650021e-06,9.23760615252993e-06,9.2750174731897e-06,2.48066569159967e-06,5.33096832193233e-06,1.55916181020245e-06,1.4151295673818e-05,1.12977979927136e-05,1.07111160129343e-05,1.36982439870086e-05,5.25415669471511e-06,1.49605887934294e-05,8.21553536536208e-06,1.16593261492452e-05,7.16855688477979e-06,1.3216264761432e-05,3.34096186292033e-05,1.56433506156054e-05,2.16227189144479e-06,9.68480792604681e-06,2.71946785453023e-06,6.77989920138951e-06,1.02095614584971e-05,1.18263688908276e-05,7.33285132057319e-07,1.79417252763026e-05,2.24661603459789e-06
"b2803",8.62420518708981e-06,7.21764818089489e-06,7.01078271364289e-06,7.74410545378627e-06,1.6144664526891e-05,8.12930543921224e-06,7.32086930930526e-06,1.69548999660902e-05,8.43773340880042e-06,8.60075592043785e-07,7.31033016109309e-06,8.30445229368972e-06,7.08981356664568e-06,7.2130393719246e-06,7.24402212945274e-06,8.42945081525835e-06,9.94819124118608e-06,7.8601842993133e-06,2.48066569159967e-06,3.39243438668421e-06,1.16937135765184e-06,1.32515023072747e-05,1.72789851653267e-05,9.03750413591335e-06,1.36982439870086e-05,0,1.21933122536043e-05,5.43285403193299e-06,1.02019103805896e-05,3.91012193715261e-06,1.2665587063039e-05,0,1.18810257840041e-05,1.27192464202635e-06,9.68480792604681e-06,5.43893570906045e-06,1.29434439299254e-05,6.12573687509827e-06,1.14852236343614e-05,1.46657026411464e-06,0,2.24661603459789e-06
"b2804",1.21149549056738e-05,1.67552547056488e-05,1.32425895702144e-05,1.14068580332798e-05,2.03110295660887e-05,8.48275350178668e-06,6.22273891290947e-06,8.10886520117357e-06,6.58143205886433e-06,1.72015118408757e-06,9.96863203785422e-06,1.01498861367319e-05,6.13173065223411e-06,3.15570472521701e-06,6.20916182524521e-06,8.42945081525835e-06,1.98963824823722e-05,1.28907022508738e-05,4.96133138319934e-06,1.93853393524812e-06,6.23664724080981e-06,1.85684631095763e-05,1.62821206365578e-05,1.79076470841246e-05,2.03775530385252e-05,2.62707834735755e-06,1.51335435771684e-05,1.31183548575943e-05,1.60315734552122e-05,6.19102640049163e-06,1.8723041745362e-05,1.67048093146017e-05,2.0098735284607e-05,3.30700406926851e-06,4.8424039630234e-06,0,1.91069886584613e-05,1.83772106252948e-05,1.89904192766174e-05,3.29978309425794e-06,0,3.74436005766315e-06
"b2805",6.16014656220701e-06,8.24874077816558e-06,6.10197754705955e-06,7.53480530638664e-06,3.12477377939826e-06,5.65516900119112e-06,3.66043465465263e-06,1.25318825836319e-05,4.38762137257622e-06,1.29011338806568e-06,8.63948109947366e-06,2.76815076456324e-06,2.87424874323474e-06,6.31140945043402e-06,5.17430152103767e-06,4.01402419774207e-06,7.81643597521763e-06,4.55890689360172e-06,2.64604340437298e-06,2.90780090287218e-06,1.55916181020245e-06,1.16973137650635e-05,1.03009334639447e-05,1.03763936375301e-05,1.13208627991807e-05,1.57624700841453e-05,1.11555835511699e-05,4.50529358745663e-06,1.31167419179009e-05,2.60674795810174e-06,9.91219857107397e-06,0,1.00988719164035e-05,3.17981160506587e-06,4.8424039630234e-06,1.08778714181209e-05,4.93083578282873e-06,1.4293386041896e-05,9.43835209556434e-06,3.29978309425794e-06,0,9.98496015376839e-07
"b2806",6.54002226687644e-05,7.57853058993963e-05,5.98513116849884e-05,6.33132945883877e-05,7.96817313746557e-05,6.66249597952829e-05,6.07632152672337e-05,7.88771433205066e-05,4.80950804301624e-05,1.50513228607662e-05,8.37365091179754e-05,7.84309383292918e-05,5.32694100412838e-05,6.22124645828496e-05,2.84586583657072e-05,7.60657585472123e-05,0.000107298348387078,8.00166761670094e-05,2.97679882991961e-05,3.82860452211504e-05,2.26078462479356e-05,0.000131860627897079,0.000124275777919849,0.000106441715378535,0.000146491964621398,4.99144885997935e-05,0.000114063679875915,0.000107331994289408,0.000106391351111862,8.96069610597473e-05,0.000136292730352267,0.00010022885588761,0.000124750770732043,7.50435538795546e-05,3.38968277411638e-05,2.17557428362418e-05,0.000162101226360495,0.000116389000626867,0.000113146510061283,5.3896457206213e-05,0.000113630926749916,4.44330726842693e-05
"b2807",3.52155045139501e-05,4.3563662234687e-05,3.64820359728454e-05,3.25461729206423e-05,3.12477377939826e-05,3.78189426954656e-05,1.90342602041937e-05,2.8749612985979e-05,1.9913050844769e-05,6.88060473635028e-06,4.85140092508905e-05,4.42904122330119e-05,1.22634613044682e-05,1.48768937045945e-05,2.06972060841507e-05,3.672832140934e-05,4.61880307626497e-05,3.88293104386077e-05,1.07495513302652e-05,1.11465701276767e-05,8.18559950356288e-06,4.79344466176726e-05,4.28651747370604e-05,4.56896042426731e-05,4.14343578450013e-05,1.57624700841453e-05,4.04714193949419e-05,2.09363643181808e-05,2.62334838358017e-05,1.43371137695596e-05,4.57062489666189e-05,8.35240465730084e-06,4.11875560512143e-05,4.07015885448432e-06,4.8424039630234e-06,2.71946785453023e-06,3.75976228440691e-05,4.28801581256879e-05,3.8321983809701e-05,1.09992769808598e-06,0,3.49473605381894e-06
"b2808",4.53797463415916e-05,4.84613520717228e-05,4.84263324479407e-05,4.09181788166274e-05,4.37468329115757e-05,4.85991086039862e-05,2.85513903062905e-05,3.16982912409512e-05,2.61569735672813e-05,6.02052914430649e-06,4.65202828433197e-05,3.414052609628e-05,1.95448914539962e-05,2.29915629980097e-05,2.48366473009808e-05,4.59605770641467e-05,8.17172851954571e-05,4.46458468200996e-05,1.38917278729582e-05,1.45390045143609e-05,9.35497086121472e-06,4.37626773727899e-05,4.78494973809046e-05,4.5522243054971e-05,4.6868371988608e-05,1.05083133894302e-05,4.57465402989835e-05,2.42490801913107e-05,3.78928099850469e-05,2.83483840443564e-05,4.08878191056801e-05,3.34096186292033e-05,4.13855731476144e-05,5.97804581752384e-06,1.93696158520936e-05,1.35973392726511e-05,5.42391936111161e-05,7.35088425011792e-05,4.42351682551148e-05,1.8332128301433e-06,2.39223003684034e-05,3.49473605381894e-06
"b4443",5.95480834346677e-06,6.18655558362419e-06,5.45283099950003e-06,4.70925331649165e-06,5.2079562989971e-06,3.53448062574445e-06,3.66043465465263e-06,5.89735650994442e-06,2.53132002264013e-06,1.72015118408757e-06,1.32915093838056e-06,9.2271692152108e-07,3.44909849188168e-06,2.70488976447172e-06,4.13944121683014e-06,4.61612782740338e-06,1.4211701773123e-06,2.98687003373906e-06,2.31528797882636e-06,2.42316741906015e-06,3.50811407295552e-06,4.98976321446763e-06,1.32915270502513e-06,4.68611325565878e-06,4.8679710036477e-06,0,3.71852785038996e-06,1.85512088895273e-06,2.9148315373113e-06,1.62921747381359e-06,2.75338849196499e-06,1.67048093146017e-05,4.65340176540162e-06,1.01753971362108e-06,9.68480792604681e-06,5.43893570906045e-06,3.69812683712155e-06,4.08382458339884e-06,3.07030730819563e-06,1.09992769808598e-06,5.98057509210086e-06,7.48872011532629e-07
"b2809",1.1396271140083e-05,6.70210188225954e-06,7.78975857071432e-06,1.30812592124768e-05,1.45822776371919e-05,4.24137675089334e-06,3.66043465465263e-06,4.42301738245831e-06,3.03758402716815e-06,3.44030236817514e-06,2.65830187676112e-06,6.45901845064756e-06,1.14969949729389e-06,4.50814960745287e-07,4.13944121683014e-06,1.44504871118715e-05,4.26351053193689e-06,1.06898506470661e-05,6.61510851093246e-07,0,7.79580905101227e-07,1.29243047194407e-05,5.98118717261307e-06,1.87444530226351e-05,1.84530063626645e-05,2.62707834735755e-06,1.44417244422122e-05,2.6501726985039e-06,0,4.88765242144076e-06,1.101355396786e-05,8.35240465730084e-06,1.74255044832061e-05,1.01753971362108e-06,4.8424039630234e-06,2.71946785453023e-06,3.08177236426796e-06,3.26705966671908e-05,1.18263688908276e-05,3.6664256602866e-07,1.79417252763026e-05,1.49774402306526e-06
"b2810",2.56672773425292e-05,3.11905510674386e-05,2.47973981167739e-05,2.06160645188634e-05,1.9790233936189e-05,2.20905039109028e-05,1.94003036696589e-05,3.61213086234096e-05,1.9744296176593e-05,5.5904913482846e-06,4.45265564357488e-05,3.04496584101957e-05,1.16886115558213e-05,1.66801535475756e-05,7.76145228155651e-06,2.7094663334759e-05,3.90821798760882e-05,2.67246266176652e-05,7.11124164925239e-06,7.26950225718045e-06,3.89790452550613e-06,0.000130306439354868,0.000153184849254146,0.000121336861084022,0.000137095648498078,9.72018988522295e-05,0.000131099726074214,0.000123630556385207,0.000160315734552122,0.000112090162198375,0.000135191374955481,6.68192372584067e-05,0.000125245813473044,4.6679634362367e-05,4.8424039630234e-05,3.26336142543627e-05,0.000110943805113647,0.000173562544794451,0.00012861176168775,2.56649796220062e-05,4.1864025644706e-05,2.0219544311381e-05
