"","wt_t00","wt_t00","wt_t00","wt_t10","wt_t10","wt_t10","wt_t10_riff","wt_t10_riff","wt_t10_riff","wt_t30","wt_t30","wt_t30","wt_t30_riff","wt_t30_riff","wt_t30_riff","wt_t60","wt_t60","wt_t60","wt_t60_riff","wt_t60_riff","wt_t60_riff","ppk_delta_t00","ppk_delta_t00","ppk_delta_t00","ppk_delta_t10","ppk_delta_t10","ppk_delta_t10","ppk_delta_t10_riff","ppk_delta_t10_riff","ppk_delta_t10_riff","ppk_delta_t30","ppk_delta_t30","ppk_delta_t30","ppk_delta_t30_riff","ppk_delta_t30_riff","ppk_delta_t30_riff","ppk_delta_t60","ppk_delta_t60","ppk_delta_t60","ppk_delta_t60_riff","ppk_delta_t60_riff","ppk_delta_t60_riff"
"b1051",0.000166323957179589,9.25405606050451e-05,6.5823459922536e-05,0.000127359139692674,9.94719653108447e-05,8.87154637061857e-05,6.1129258732699e-05,6.78195998643608e-05,4.30324403848821e-05,2.70923811493792e-05,7.57616034876921e-05,0.000111648747504051,4.50298969773442e-05,2.29915629980097e-05,1.39706141068017e-05,0.000135473316673795,0.00012364180542617,0.000104383247494881,2.62950563309565e-05,1.35697375467368e-05,1.36426658392715e-05,0.000102167446801149,9.10469602942212e-05,6.64423915177333e-05,0.000142076828129718,5.25415669471511e-05,7.13438482923655e-05,2.49116233659366e-05,2.76908996044574e-05,2.44382621072038e-05,6.26395881922036e-05,4.17620232865042e-05,7.91078300118276e-05,2.79823421245797e-06,4.8424039630234e-06,2.71946785453023e-06,0.000170730188980445,3.47125089588902e-05,6.12924310784238e-05,2.56649796220062e-06,0,1.74736802690947e-06
"b1052",5.13345546850584e-07,5.15546298635349e-07,2.59658619023811e-07,1.04650073699814e-07,0,7.0689612514889e-07,0,0,1.01252800905605e-06,0,0,0,0,0,0,2.00701209887104e-07,1.4211701773123e-06,0,0,4.8463348381203e-07,0,4.90796381750914e-07,6.64576352512564e-07,6.69444750808396e-07,0,0,6.05341743086738e-07,5.3003453970078e-07,0,3.25843494762718e-07,4.13008273794749e-07,8.35240465730084e-06,1.18810257840041e-06,0,0,0,6.16354472853592e-07,0,1.13715085488727e-07,0,0,0
"b1053",1.35523224368554e-05,1.57241621083781e-05,9.34771028485719e-06,1.26626589176775e-05,1.30198907474928e-05,8.48275350178668e-06,1.46417386186105e-05,1.10575434561458e-05,7.76271473609639e-06,8.60075592043785e-07,9.96863203785422e-06,1.1995319979774e-05,9.00597939546884e-06,1.08195590578869e-05,9.83117288997158e-06,1.00350604943552e-05,1.4211701773123e-05,1.06898506470661e-05,8.43426335143888e-06,2.42316741906015e-06,6.23664724080981e-06,4.14722942579523e-05,3.58871230356784e-05,3.74889060452702e-05,3.83777248892225e-05,7.88123504207266e-06,3.45044793559441e-05,2.72967787945901e-05,4.37224730596695e-05,2.08539836648139e-05,3.09756205346062e-05,5.0114427943805e-05,2.96035559118103e-05,4.07015885448432e-06,1.93696158520936e-05,5.43893570906045e-06,2.77359512784116e-05,3.06286843754913e-05,2.76327657737607e-05,4.76635335837258e-06,1.79417252763026e-05,8.73684013454734e-06
"b1054",4.54824154509617e-05,6.05766900896535e-05,4.72578686623336e-05,4.3429780585423e-05,6.04122930683664e-05,4.61249721659651e-05,2.19626079279158e-05,3.90699868783818e-05,2.59882188991053e-05,9.03079371645974e-06,6.71221223882184e-05,5.62857322127859e-05,1.20718447215859e-05,1.84834133905568e-05,9.83117288997158e-06,4.69640831135822e-05,7.74537746635202e-05,5.39208642932893e-05,5.95359765983921e-06,1.11465701276767e-05,8.18559950356288e-06,7.41102536443881e-05,9.43698420567841e-05,7.89944805953908e-05,8.00384999902074e-05,3.67790968630057e-05,7.82620396419283e-05,4.99557553667985e-05,5.39243834402591e-05,5.80001420677637e-05,7.24141173386793e-05,5.84668326011059e-05,7.69296419514268e-05,2.91270743024034e-05,3.87392317041872e-05,1.63168071271814e-05,9.73840067108675e-05,0.000108221351460069,7.6643967619402e-05,1.79654857354043e-05,2.39223003684034e-05,1.24812001922105e-05
"b1055",3.01847181548143e-05,3.76348798003805e-05,3.05098877352978e-05,2.99299210781469e-05,2.91645552743838e-05,3.23404977255617e-05,2.85513903062905e-05,5.82363955357011e-05,3.22321416216176e-05,5.16045355226271e-06,2.85767451751821e-05,1.93770553519427e-05,2.37604562774072e-05,4.64339409567646e-05,2.79412282136034e-05,2.910167543363e-05,3.05551588122144e-05,2.86110708495004e-05,1.80261706922909e-05,1.89007058686692e-05,1.67609894596764e-05,3.27197587833943e-05,5.51598372585428e-05,3.78236284206744e-05,3.6906012725329e-05,3.67790968630057e-05,4.7130178568896e-05,3.55123141599522e-05,4.95521361342921e-05,3.77978453924752e-05,3.81344306137152e-05,6.68192372584067e-05,4.24746671778148e-05,9.15785742258971e-06,1.93696158520936e-05,1.63168071271814e-05,2.34214699684365e-05,3.47125089588902e-05,3.61613971854152e-05,2.93314052822928e-06,1.19611501842017e-05,6.24060009610524e-06
"b1056",1.99178072178027e-05,1.93329861988256e-05,1.42812240463096e-05,1.50696106127733e-05,1.56238688969913e-05,1.21939581588184e-05,9.88317356756211e-06,2.72752738584929e-05,1.46816561313127e-05,2.58022677613135e-06,1.19623584454251e-05,6.45901845064756e-06,1.07305286414097e-05,2.25407480372644e-05,1.75926251715281e-05,1.1640670173452e-05,1.20799465071545e-05,1.54059612266541e-05,5.45746452151928e-06,1.11465701276767e-05,2.72853316785429e-06,2.51124148662551e-05,1.69466969890704e-05,1.84097306472309e-05,2.07171789225007e-05,1.31353917367878e-05,2.71539010470337e-05,1.81536829847517e-05,1.45741576865565e-05,1.23820528009833e-05,1.77593557731742e-05,0,2.51481712428088e-05,2.5438492840527e-06,0,0,1.78742797127542e-05,1.4293386041896e-05,1.93315645330836e-05,1.46657026411464e-06,1.19611501842017e-05,1.99699203075368e-06
"b1057",6.46815389031736e-06,1.44352963617898e-05,8.43890511827385e-06,7.95340560118589e-06,9.8951169680945e-06,1.16637860649567e-05,8.78504317116632e-06,1.54805608386041e-05,1.02940347587365e-05,1.29011338806568e-06,1.19623584454251e-05,5.53630152912648e-06,5.17364773782253e-06,6.76222441117931e-06,9.31374273786782e-06,1.08378653339036e-05,1.06587763298422e-05,9.90383221713476e-06,3.47293196823954e-06,4.8463348381203e-06,3.89790452550613e-06,1.75050709491159e-05,6.97805170138192e-06,1.90791753980393e-05,1.78869632227055e-05,5.25415669471511e-06,1.51335435771684e-05,9.14309580983845e-06,8.7444946119339e-06,1.2707896295746e-05,1.62449921025935e-05,8.35240465730084e-06,1.74255044832061e-05,3.43419653347114e-06,0,2.71946785453023e-06,1.10943805113647e-05,4.08382458339884e-06,1.79669835072189e-05,3.6664256602866e-07,0,1.24812001922105e-06
"b1058",2.05338218740234e-07,0,3.89487928535716e-07,4.18600294799258e-07,5.2079562989971e-07,1.23706821901056e-06,0,0,1.68754668176008e-07,0,0,1.84543384304216e-06,1.91616582882316e-07,0,0,1.00350604943552e-06,1.4211701773123e-06,1.57203685986266e-07,4.96133138319934e-07,0,0,2.45398190875457e-07,0,5.02083563106297e-07,2.26417255983614e-07,0,5.18864351217204e-07,0,0,6.51686989525435e-07,8.26016547589498e-07,0,6.93059837400241e-07,0,0,0,0,0,2.27430170977454e-07,7.33285132057319e-07,0,0
"b1059",0.000114784064275791,0.000106718083817517,0.000104772252776108,9.73245685408274e-05,0.000105721512869641,8.88921877374729e-05,8.67523013152674e-05,0.000110575434561458,9.14650301513966e-05,1.84916252289414e-05,0.000130256791961295,9.31944090736291e-05,7.3389151243927e-05,7.70893582874441e-05,8.43411147929141e-05,9.6938684375471e-05,0.000100192497500517,0.000100924766403183,6.2678153141085e-05,5.13711492840752e-05,5.1452339736681e-05,6.12677483219058e-05,6.51284825462312e-05,5.69028038187137e-05,5.93213210677068e-05,2.62707834735755e-05,6.33879282403684e-05,4.31978149856135e-05,7.14133726641269e-05,4.30113413086787e-05,5.47924309901034e-05,0.000133638474516813,6.43555563300224e-05,1.97148319514084e-05,5.81088475562808e-05,1.35973392726511e-05,4.56102309911658e-05,3.67544212505896e-05,5.83358388557169e-05,7.33285132057319e-06,1.19611501842017e-05,9.73533614992418e-06
"b1060",8.58313754334176e-05,8.76428707680093e-05,7.19254374695956e-05,8.88479125711424e-05,0.000110929469168638,9.22499443319301e-05,3.73364334774568e-05,3.16982912409512e-05,3.81385550077779e-05,2.23619653931384e-05,4.65202828433197e-05,5.99765998988702e-05,1.97365080368785e-05,9.46711417565103e-06,1.50054744110093e-05,9.01148432393095e-05,4.90303711172743e-05,8.30035462007485e-05,9.09577420253213e-06,5.81560180574436e-06,5.45706633570859e-06,0.000225111940429753,0.000129924676916206,0.000204850093747369,0.00022619083872763,4.20332535577208e-05,0.000206853921351925,0.000125088151369384,0.000110763598417829,0.000112090162198375,0.000205402781500588,0.000141990879174114,0.000205046703322271,4.89690987180144e-05,3.87392317041872e-05,2.71946785453023e-05,0.000271812322528434,0.000210316966045041,0.000200820840973092,1.53989877732037e-05,3.58834505526051e-05,2.54616483921094e-05
"b1061",3.6960879373242e-06,2.57773149317674e-06,2.20709826170239e-06,3.03485213729462e-06,1.04159125979942e-06,2.47413643802111e-06,4.39252158558316e-06,2.94867825497221e-06,1.85630134993609e-06,2.15018898010946e-06,6.64575469190281e-07,1.84543384304216e-06,2.29939899458779e-06,1.80325984298115e-06,2.06972060841507e-06,1.60560967909683e-06,1.4211701773123e-06,2.20085160380772e-06,3.14217654269292e-06,4.8463348381203e-07,2.72853316785429e-06,7.58280409805163e-05,3.35611058018845e-05,9.6232682928707e-05,6.84912199350432e-05,7.09311153786539e-05,7.17762352517132e-05,2.68992528898146e-05,3.78928099850469e-05,3.74720018977125e-05,4.85973068831821e-05,8.35240465730084e-06,7.14841718004249e-05,1.43727484548977e-05,7.74784634083745e-05,5.9828292799665e-05,5.67046115025304e-05,0.000104137526876671,5.537924663301e-05,1.86987708674616e-05,7.77474761973111e-05,2.07187923190694e-05
"b1062",4.90758342789158e-05,6.34121947321479e-05,4.45314531625836e-05,4.86622842704137e-05,5.78083149188679e-05,3.39310140071467e-05,0.000100661953002947,9.50948737228537e-05,7.08769606339235e-05,5.5904913482846e-06,6.18055186346962e-05,4.05995445469275e-05,8.22035140565135e-05,0.000106392330735888,8.27888243366028e-05,4.67633819036951e-05,4.61880307626497e-05,3.39559961730335e-05,5.73860663323391e-05,8.82032940537895e-05,2.96240743938466e-05,0.000100613258258937,0.000119956031628518,0.000120500055145511,8.83027298336094e-05,6.56769586839388e-05,0.000143638947895296,9.05033976539081e-05,0.000151571239940188,0.000105899135797883,9.88466468615432e-05,0.000158695688488716,0.000131087317816846,3.75217769397773e-05,3.87392317041872e-05,5.71088249451347e-05,4.49938765183122e-05,0.000130682386668763,0.00012770204100384,1.86987708674616e-05,1.79417252763026e-05,2.24661603459789e-05
"b1063",8.00819053086911e-06,8.24874077816558e-06,8.95822235632147e-06,7.74410545378627e-06,1.19782994876933e-05,4.94827287604223e-06,3.66043465465263e-06,2.94867825497221e-06,8.60648807697643e-06,2.58022677613135e-06,5.98117922271253e-06,6.45901845064756e-06,7.08981356664568e-06,3.15570472521701e-06,7.24402212945274e-06,1.02357617042423e-05,5.68468070924919e-06,7.07416586938197e-06,3.63830968101285e-06,3.39243438668421e-06,2.33874271530368e-06,1.88138613004517e-05,1.86081378703518e-05,1.6903479957912e-05,1.77737545947137e-05,1.57624700841453e-05,2.51649210340344e-05,1.33833721274447e-05,2.47760680671461e-05,1.01011483376442e-05,1.69333392255847e-05,4.17620232865042e-05,2.37620515680083e-05,8.3947026373739e-06,0,1.08778714181209e-05,1.60252162941934e-05,1.02095614584971e-05,2.0809860644437e-05,3.29978309425794e-06,1.19611501842017e-05,4.99248007688419e-06
"b1064",4.01436217637157e-05,2.93861390222149e-05,2.79133015450597e-05,3.16043222573439e-05,2.81229640145844e-05,2.08534356918923e-05,2.81853468408253e-05,2.50637651672638e-05,1.48504107994887e-05,3.01026457215325e-06,2.85767451751821e-05,1.29180369012951e-05,1.78203422080554e-05,1.48768937045945e-05,1.96623457799432e-05,3.59255165697915e-05,3.55292544328074e-05,2.78250524195691e-05,2.18298580860771e-05,2.27777737391654e-05,1.24732944816196e-05,0.000114928152726672,8.77240785316584e-05,0.000109621577944875,8.63781831577486e-05,4.7287410252436e-05,0.000140352807004254,7.57949391772115e-05,8.30726988133721e-05,6.8101290405408e-05,0.000107382151186635,7.51716419157075e-05,0.00011465189881564,3.01446140160245e-05,4.8424039630234e-05,1.90362749817116e-05,6.77989920138951e-05,6.73831056260809e-05,0.000119287124677675,2.56649796220062e-05,5.98057509210086e-06,1.57263122421852e-05
"b1065",5.33879368724607e-06,4.12437038908279e-06,6.36163616608337e-06,8.16270574858552e-06,7.29113881859595e-06,6.71551318891445e-06,4.02647812011789e-06,4.42301738245831e-06,3.20633869534416e-06,0,5.31660375352225e-06,6.45901845064756e-06,1.91616582882316e-06,4.50814960745287e-06,2.06972060841507e-06,3.41192056808076e-06,4.26351053193689e-06,5.65933269550558e-06,1.32302170218649e-06,9.6926696762406e-07,2.33874271530368e-06,4.40080755636653e-05,6.71222116037689e-05,4.25097416763332e-05,5.84156520437723e-05,3.67790968630057e-05,4.53141533396358e-05,3.90900473029325e-05,5.39243834402591e-05,3.06292885076954e-05,4.04748108318854e-05,5.0114427943805e-05,4.67320347504163e-05,1.75525600599636e-05,9.68480792604681e-06,2.17557428362418e-05,3.94466862626299e-05,9.39279654181734e-05,4.82151962472202e-05,8.06613645263051e-06,1.19611501842017e-05,6.24060009610524e-06
"b1066",8.23406257148337e-05,7.14031623609958e-05,7.24447547076432e-05,8.02666065277576e-05,6.77034318869623e-05,6.52111675449851e-05,3.73364334774568e-05,6.63452607368747e-05,3.9826101689538e-05,1.46212850647443e-05,0.000105667499601255,6.36674675849545e-05,1.820357537382e-05,2.11883031550285e-05,1.60403347152168e-05,7.28545391890186e-05,9.0954891347987e-05,7.6243787703339e-05,1.12456844685852e-05,8.72340270861654e-06,8.18559950356288e-06,7.55008433926823e-05,8.77240785316584e-05,6.22583618251809e-05,8.30951329459862e-05,2.62707834735755e-05,6.97007778468444e-05,3.04769860327948e-05,3.352056267908e-05,2.24832011386275e-05,7.43414892830548e-05,6.68192372584067e-05,7.04940863184246e-05,5.34208349651067e-06,0,1.08778714181209e-05,9.43022343465995e-05,2.24610352086936e-05,6.74330456948151e-05,1.8332128301433e-06,2.39223003684034e-05,3.24511204997473e-06
"b1067",0.000155851708023837,0.000156726074785146,0.000150342340414786,0.00014661475325344,0.000116658221097535,0.000150215426594139,9.736756181376e-05,0.000151119760567326,7.94834487109e-05,1.76315496368976e-05,0.000234595140624169,0.000137484821306641,4.25388813998741e-05,8.29499527771329e-05,3.67375407993675e-05,0.000154740632822957,0.000233782494167873,0.000172295239840948,2.19952357988504e-05,2.52009411582256e-05,1.36426658392715e-05,0.000169161152910149,0.000222300789915453,0.000147779928740954,0.000170039359243694,7.6185272073369e-05,0.000175462628103284,9.97790020986718e-05,0.000118050677261108,7.33147863216114e-05,0.000173188136144598,0.000183752902460618,0.000159898805343056,2.18771038428532e-05,7.74784634083745e-05,5.43893570906045e-06,0.000170730188980445,0.000102095614584971,0.000167843466181361,8.06613645263051e-06,0,8.73684013454734e-06
"b1068",0.000136652584571625,0.000177090153581242,0.000137748897392132,0.000126626589176775,0.000128115724955329,0.00013872836456047,0.000103956344192135,0.000155542777949784,7.67833740200838e-05,2.15018898010946e-05,0.000204689244510607,0.000143021122835767,5.84430577791063e-05,9.82776614424726e-05,5.32953056666881e-05,0.00013306490215515,0.000208912016064908,0.000164906666599593,2.11683472349839e-05,3.87706787049624e-05,2.61159603208911e-05,0.000205152887571882,0.000320658090087312,0.000188783419727968,0.000237172075642835,0.000133980995715235,0.000210313017026707,0.000202738211435548,0.000230271691447593,0.000163899277865647,0.000234038021817024,0.000125286069859513,0.000213858464112075,5.29120651082961e-05,6.29512515193042e-05,4.35114856724836e-05,0.00023174928179295,0.00017560445708615,0.000216513522770536,2.93314052822928e-05,5.98057509210086e-06,2.17172883344462e-05
"b1069",2.31005496082763e-05,3.47993751578861e-05,2.50570567357977e-05,2.20811655506608e-05,2.03110295660887e-05,2.01465395667434e-05,2.48909556516379e-05,2.58009347310068e-05,2.54819548945773e-05,6.02052914430649e-06,2.92413206443724e-05,2.3067923038027e-05,2.28023733629956e-05,2.74997126054625e-05,2.8976088517811e-05,1.98694197788233e-05,3.76610096987759e-05,2.45237750138575e-05,2.14991026605305e-05,3.39243438668421e-05,2.9234283941296e-05,2.93659835080964e-05,3.82131402694724e-05,2.77819571585484e-05,2.25285169703696e-05,5.25415669471511e-06,2.52513984259039e-05,2.53091492707122e-05,2.33186522984904e-05,2.47641056019665e-05,3.12509593838027e-05,3.34096186292033e-05,2.60392481766091e-05,3.81577392607905e-06,1.93696158520936e-05,2.71946785453023e-06,2.52705333869973e-05,3.67544212505896e-05,2.72916205172945e-05,2.93314052822928e-06,5.98057509210086e-06,4.24360806535156e-06
"b1070",5.33879368724607e-06,6.44432873294186e-06,6.10197754705955e-06,6.06970427458924e-06,8.33273007839537e-06,5.30172093861667e-06,2.56230425825684e-06,2.94867825497221e-06,4.89388537710424e-06,4.30037796021892e-07,1.99372640757084e-06,2.76815076456324e-06,2.87424874323474e-06,4.05733464670759e-06,3.1045809126226e-06,5.21823145706469e-06,1.20799465071545e-05,7.54577692734077e-06,2.31528797882636e-06,2.42316741906015e-06,0,7.68914331409766e-06,5.64889899635679e-06,6.35972513267977e-06,6.11326591155757e-06,7.88123504207266e-06,8.30182961947526e-06,6.75794038118494e-06,1.02019103805896e-05,4.23596543191533e-06,6.05745468232298e-06,0,8.21770950060286e-06,5.0876985681054e-07,9.68480792604681e-06,0,4.93083578282873e-06,0,5.79946935992508e-06,0,0,4.99248007688419e-07
"b1071",8.93221251520016e-06,1.13420185699777e-05,7.78975857071432e-06,1.08836076647807e-05,1.14575038577936e-05,9.36637365822279e-06,2.56230425825684e-06,2.21150869122916e-06,4.0501120362242e-06,8.60075592043785e-07,9.96863203785422e-06,4.6135846076054e-06,3.44909849188168e-06,2.70488976447172e-06,3.62201106472637e-06,9.43295686469387e-06,1.9185797393716e-05,1.22618875069288e-05,2.8114211171463e-06,2.90780090287218e-06,1.94895226275307e-06,1.30061041163992e-05,8.30720440640705e-06,7.69861463429656e-06,1.04151937752462e-05,0,1.55659305365161e-05,5.96288857163377e-06,1.16593261492452e-05,3.25843494762718e-06,1.25279176384407e-05,8.35240465730084e-06,1.38611967480048e-05,5.0876985681054e-07,4.8424039630234e-06,0,9.86167156565747e-06,0,8.98349175360943e-06,3.6664256602866e-07,0,4.99248007688419e-07
"b1072",7.90552142149899e-06,7.73319447953023e-06,5.71248961852384e-06,4.08135287429276e-06,6.77034318869624e-06,4.41810078218056e-06,6.95482584384e-06,5.89735650994442e-06,3.03758402716815e-06,4.30037796021892e-07,5.98117922271253e-06,3.69086768608432e-06,2.29939899458779e-06,1.80325984298115e-06,2.06972060841507e-06,9.03155444491966e-06,6.39526579790534e-06,8.48899904325837e-06,1.4883994149598e-06,1.45390045143609e-06,7.79580905101227e-07,1.12065173833125e-05,1.46206797552764e-05,1.00416712621259e-05,1.23397404511069e-05,0,1.16744479023871e-05,6.89044901611013e-06,1.45741576865565e-05,6.19102640049163e-06,1.2114909364646e-05,4.17620232865042e-05,1.08909403020038e-05,7.63154785215809e-07,9.68480792604681e-06,0,1.17107349842182e-05,8.16764916679769e-06,1.08029331214291e-05,3.6664256602866e-07,5.98057509210086e-06,1.24812001922105e-06
"b1073",5.13345546850584e-07,7.73319447953023e-07,6.49146547559527e-07,3.13950221099443e-07,2.08318251959884e-06,7.0689612514889e-07,0,0,3.37509336352017e-07,1.72015118408757e-06,6.64575469190281e-07,0,1.91616582882316e-07,0,0,8.02804839548414e-07,0,0,0,0,0,1.22699095437729e-06,9.96864528768846e-07,1.17152831391469e-06,3.39625883975421e-07,0,6.91819134956272e-07,9.27560444476364e-07,8.7444946119339e-06,3.25843494762718e-07,6.88347122991248e-07,4.17620232865042e-05,6.93059837400241e-07,3.81577392607905e-07,0,0,1.23270894570718e-06,0,1.59201119684218e-06,0,0,2.4962400384421e-07
"b1074",6.16014656220701e-07,2.57773149317674e-07,1.42812240463096e-06,9.4185066329833e-07,0,7.0689612514889e-07,3.66043465465263e-07,7.37169563743052e-07,6.75018672704034e-07,0,0,0,7.66466331529263e-07,1.35244488223586e-06,0,8.02804839548414e-07,7.10585088656149e-07,3.14407371972532e-07,3.30755425546623e-07,0,0,6.54395175667886e-07,2.99059358630654e-06,8.36805938510495e-07,1.13208627991807e-06,2.62707834735755e-06,7.78296526825806e-07,6.62543174625975e-07,2.9148315373113e-06,6.51686989525435e-07,1.9273719443755e-06,0,1.48512822300052e-06,2.28946435564743e-06,4.8424039630234e-06,2.71946785453023e-06,0,0,1.02343576939854e-06,0,0,2.4962400384421e-07
"b1075",1.95071307803222e-06,3.09327779181209e-06,1.94743964267858e-06,2.1976515476961e-06,1.56238688969913e-06,1.76724031287223e-06,1.46417386186105e-06,3.68584781871526e-06,1.35003734540807e-06,0,1.32915093838056e-06,3.69086768608432e-06,1.72454924594084e-06,1.80325984298115e-06,0,1.20420725932262e-06,7.10585088656149e-07,2.35805528979399e-06,4.96133138319934e-07,0,3.89790452550613e-07,3.51737406921489e-06,6.31347534886936e-06,3.68194612944618e-06,2.37738118782794e-06,2.62707834735755e-06,3.11318610730322e-06,2.25264679372831e-06,1.02019103805896e-05,1.95506096857631e-06,2.47804964276849e-06,0,5.14844450640179e-06,1.65350203463425e-06,0,2.71946785453023e-06,1.23270894570718e-06,8.16764916679769e-06,3.07030730819563e-06,3.6664256602866e-07,0,0
"b1076",4.62010992165526e-06,5.67100928498884e-06,2.72641549975001e-06,2.9302020635948e-06,5.2079562989971e-07,2.47413643802111e-06,3.29439118918737e-06,2.94867825497221e-06,2.19381068628811e-06,8.60075592043785e-07,7.31033016109309e-06,1.84543384304216e-06,1.34131608017621e-06,2.70488976447172e-06,2.58715076051884e-06,4.61612782740338e-06,0,2.67246266176652e-06,1.65377712773311e-06,5.33096832193233e-06,2.33874271530368e-06,7.11654753538826e-06,4.65203446758795e-06,6.86180869578606e-06,5.66043139959034e-06,1.83895484315029e-05,7.17762352517132e-06,3.04769860327948e-06,1.74889892238678e-05,3.58427844238989e-06,7.84715720210023e-06,3.34096186292033e-05,6.53456418120228e-06,1.65350203463425e-06,0,2.71946785453023e-06,1.23270894570718e-06,2.04191229169942e-06,5.45832410345889e-06,3.6664256602866e-07,5.98057509210086e-06,4.99248007688419e-07
"b1077",1.33469842181152e-06,2.31995834385907e-06,9.08805166583338e-07,1.15115081069796e-06,1.04159125979942e-06,8.83620156436113e-07,3.66043465465263e-07,0,1.01252800905605e-06,0,4.65202828433197e-06,9.2271692152108e-07,7.66466331529263e-07,1.35244488223586e-06,5.17430152103767e-07,1.00350604943552e-06,2.84234035462459e-06,2.51525897578026e-06,1.32302170218649e-06,2.42316741906015e-06,1.94895226275307e-06,4.08996984792429e-06,3.32288176256282e-06,3.17986256633988e-06,3.39625883975421e-06,2.62707834735755e-06,3.19966349917276e-06,1.98762952387792e-06,1.02019103805896e-05,2.60674795810174e-06,1.652033095179e-06,3.34096186292033e-05,4.15835902440145e-06,3.56138899767378e-06,1.45272118890702e-05,0,2.46541789141437e-06,2.04191229169942e-06,2.84287713721817e-06,3.6664256602866e-07,5.98057509210086e-06,4.99248007688419e-07
"b1078",4.62010992165526e-06,3.86659723976512e-06,6.75112409461908e-06,4.39530309539221e-06,2.08318251959884e-06,1.94396434415945e-06,3.66043465465263e-06,3.68584781871526e-06,1.68754668176008e-06,1.72015118408757e-06,5.31660375352225e-06,7.38173537216864e-06,2.68263216035242e-06,9.01629921490575e-07,2.58715076051884e-06,4.81682903729049e-06,3.55292544328074e-06,3.14407371972532e-06,1.15764398941318e-06,8.23876922480451e-06,0,5.97135597796946e-06,8.63949258266333e-06,5.35555800646717e-06,7.69818670344287e-06,5.25415669471511e-06,6.91819134956272e-06,5.3003453970078e-06,4.37224730596695e-06,4.56180892667805e-06,5.78211583312649e-06,2.50572139719025e-05,7.62365821140266e-06,1.78069449883689e-06,4.8424039630234e-06,0,7.3962536742431e-06,1.63352983335954e-05,6.59547495834616e-06,3.29978309425794e-06,0,9.98496015376839e-07
"b1079",2.15605129677245e-06,3.60882409044744e-06,2.07726895219049e-06,1.04650073699814e-06,3.12477377939826e-06,1.06034418772333e-06,2.56230425825684e-06,2.94867825497221e-06,3.37509336352017e-07,8.60075592043785e-07,1.32915093838056e-06,1.84543384304216e-06,7.66466331529263e-07,9.01629921490575e-07,1.03486030420753e-06,2.00701209887104e-06,2.13175526596845e-06,1.41483317387639e-06,3.30755425546623e-07,0,3.89790452550613e-07,4.0081704509658e-06,2.32601723379397e-06,2.67777900323359e-06,3.2830502117624e-06,0,3.8050052422595e-06,3.31271587312987e-06,1.02019103805896e-05,1.95506096857631e-06,2.89105791656324e-06,1.67048093146017e-05,2.5742222532009e-06,3.81577392607905e-07,4.8424039630234e-06,0,3.08177236426796e-06,0,3.41145256466181e-06,1.09992769808598e-06,0,4.99248007688419e-07
"b1080",1.64270574992187e-06,2.0621851945414e-06,1.03863447609524e-06,1.36045095809759e-06,1.04159125979942e-06,8.83620156436113e-07,1.83021732732632e-06,7.37169563743052e-07,2.19381068628811e-06,1.72015118408757e-06,3.32287734595141e-06,7.38173537216864e-06,1.72454924594084e-06,7.66385433266988e-06,3.1045809126226e-06,4.01402419774207e-06,0,1.72924054584893e-06,1.98453255327974e-06,2.90780090287218e-06,0,3.92637105400732e-06,3.6551699388191e-06,2.67777900323359e-06,4.52834511967228e-06,0,3.89148263412903e-06,2.78268133342909e-06,1.45741576865565e-06,1.30337397905087e-06,4.54309101174224e-06,1.67048093146017e-05,3.56430773520124e-06,8.90347249418444e-07,1.45272118890702e-05,2.71946785453023e-06,0,8.16764916679769e-06,3.07030730819563e-06,3.6664256602866e-07,1.19611501842017e-05,0
"b1081",3.38808060921385e-06,3.60882409044744e-06,2.07726895219049e-06,2.72090191619517e-06,2.08318251959884e-06,4.77154884475501e-06,1.09813039639579e-06,4.42301738245831e-06,1.68754668176008e-06,0,3.32287734595141e-06,2.76815076456324e-06,1.91616582882316e-06,1.35244488223586e-06,1.03486030420753e-06,2.40841451864524e-06,2.84234035462459e-06,3.45848109169785e-06,1.15764398941318e-06,2.90780090287218e-06,3.89790452550613e-07,4.74436502359217e-06,3.32288176256282e-06,4.01666850485038e-06,4.30192786368866e-06,0,4.41034698534623e-06,2.91518996835429e-06,5.8296630746226e-06,1.62921747381359e-06,3.44173561495624e-06,8.35240465730084e-06,2.97025644600104e-06,1.01753971362108e-06,4.8424039630234e-06,2.71946785453023e-06,4.31448130997514e-06,0,5.45832410345889e-06,7.33285132057319e-07,0,7.48872011532629e-07
