gene_name,fit_gene_eff,pval_gene_eff,fit_dppk_eff,pval_dppk_eff,fit_Nminus_eff,pval_Nminus_eff,fit_dppk:Nminus_ff,pval_dppk:Nminus_eff
b0059,-0.6429777030066465,0.023459385613978874,0.4310650506989618,0.04513328139565406,1.1930990735352276,1.764553924751086e-05,-1.4363084205966195,1.4552186597312651e-05
b0065,0.5087466290310829,0.0033021111560447994,-0.11992053270546531,0.4966796804293777,-0.562990437821492,0.18700493683942732,-0.20664976794502707,0.6783637429735572
b0066,0.29130701488664235,0.030719936500631886,-0.08478458277108888,0.40272932290426644,-1.0932882520500624,0.09949221823994485,1.0595370214544872,0.15160973509003486
b0067,-0.29333199500364493,nan,0.22876282380650187,nan,-12.134818742164281,nan,10.253737633791022,nan
b0068,-0.09021386361172652,0.7822495167203498,0.11759921291656873,0.42953261859246694,-0.6283972028215348,0.2750729634858925,0.07060622475262134,0.9159348516550742
b0069,-0.7267474087802728,1.6326929265435658e-10,-0.23286967715421658,0.1739491664082763,-0.4186283867764152,0.40918436641455225,0.46220164845450734,0.5470848392612784
b0071,-0.5369482056378888,0.08245468351914917,0.02347005174843556,0.8538383264082093,0.053705123969735584,0.7824508745975085,-0.14528349221804002,0.6775238498120728
b0072,-0.06233348526181948,0.6229943953646102,0.01993672669683519,0.8260315798863608,0.14924262291902782,0.2653226708684364,-0.1655680609690552,0.4397088653472645
b0073,-0.25217648324592035,0.005387210662016085,0.2995580549902847,0.013247363915055252,-0.6044014875678287,0.01220366936580557,0.28673682670733924,0.43178995053092906
b0074,-0.23631367237154793,1.608135182617877e-05,-0.04120849304805512,0.5841460959034618,-0.08750157373018486,0.5330638725374836,-0.10446178173572755,0.6771345102928317
b0075,-0.24860194068081823,8.372924427952124e-78,0.07499867492851736,5.54572201692811e-05,-0.17192236375727957,2.0887548865644478e-12,-0.1260852949500077,0.001877355333661696
b0077,0.2639351282786771,0.31280842592689106,0.09154040886314556,0.6471310311339094,-0.9488701580361184,0.056098371340561566,0.1485586033647516,0.8635194559536266
b0078,0.14901686372977832,0.43934443564124925,0.24116677138796122,0.17975014529759492,-0.3013828244720005,0.21982108713904203,-1.0308053521066427,0.006907608917914064
b0079,-0.1435117089794553,0.1280604591426044,-0.1749010026503225,0.18668126683203934,-0.29354523514333536,0.1139604454381456,0.38116766931447454,0.08734545574120121
b0081,-0.3535012329976742,7.315930109461803e-07,0.14901093040284297,0.12849225264978426,-0.09486186985045249,0.40167604216929775,-0.11675816198436527,0.4347582128151287
b0082,0.12036544671013423,0.00027302643409780344,-0.06131087491867532,0.021494776119798865,0.245676172118752,1.0111087358398219e-13,-0.4698530391385045,3.1710130922588976e-21
b0083,-0.4743512095394273,2.65393862852984e-12,-0.07930087393893609,0.42551751081810507,0.08379964547385849,0.6077552622409028,0.40630073537180217,0.03808042252796532
b0084,-0.17833742750573436,0.00804348184570772,-0.09296890346422937,0.3386934997701716,-0.08821087364468005,0.6476227369248779,-0.645992443990336,0.03814496710304612
b0085,-0.5840399111289292,3.745102048690523e-13,0.07857237353887819,0.47766763544766266,0.1036485507139429,0.7167023951527891,-0.6812835723541129,0.07873120072648432
b0086,-0.21850321253935348,0.08673069333395811,-0.041799983303801615,0.8233297829642289,0.10076222486047112,0.7992402742896482,-0.24602166604520753,0.6516183076087004
b0087,-0.150648231018981,0.5635051500642738,-0.017779861340148768,0.9127021392527159,-0.11539715738356308,0.819685870051991,0.09412027171521274,0.9138397195980367
b0088,-0.18515462472413965,0.0011581915173241105,-0.14457013887647044,0.07459394168744182,0.06281153799749191,0.8245334191371722,-0.46406075365050303,0.2905720095534705
b0090,0.009789361442357274,0.9486836171233008,-0.2001365489664908,0.039322311228887415,0.01342623666685773,0.9644512247063637,0.057796597193537795,0.876914810063272
b0091,0.3493650620606973,7.144027512472185e-05,0.018420857446127096,0.8315214468054374,0.09635404506464296,0.6758764836213882,-0.7008202078476641,0.02231971742292849
b0092,-0.66771436128239,3.3617003100354653e-23,0.09387029166571838,0.32603865570639,0.4234465230593902,0.022377868416489862,-0.2855167201758998,0.16667133672546242
b0093,0.022908926317265044,0.5982158140630832,0.013730786939317764,0.8193069624410154,0.17466105820918362,0.15944350511178174,-0.49648110444904814,0.0007312978835536385
b0095,0.0805211551858079,0.00472749592478211,0.19011551416982353,1.2027818834500977e-14,-0.5028731757148351,9.047899663795462e-23,-0.3318419358377148,4.918088998389488e-07
b0096,-0.128511988659619,0.008880269566549477,0.10836920475286982,0.09333701372175057,-0.7782142768069698,9.095510565687564e-40,-0.26909636064815623,0.00072930776584268
b0097,-0.47001346223024165,2.3723319734040456e-07,-0.2530781735214995,0.060984790422847344,-0.6283496283130312,0.03246258112625043,0.4967800610009464,0.22436107629597624
b0098,0.032138307558045975,0.6972628437087216,0.13607063116934998,0.2430064864319138,0.15921360373705448,0.30080648640895546,-0.4015334873651926,0.09861613511534409
b0100,0.645025808022038,7.648068832667734e-09,0.008068218368043117,0.9509640467998567,-0.9068151160144128,0.001243823345513119,-0.35147404818267586,0.46085307002712383
b0101,0.6777535778030036,3.9102141413244145e-11,0.040380540440125234,0.7351289664993452,-0.8627486913905354,0.0005236220410999689,-0.2424790340679764,0.5457697791378175
b0102,-0.15126335612920866,0.6137861079645162,0.31050565533029917,0.1527505301879221,-0.3634071639358202,0.42891611885108627,-0.6808613174370298,0.22487196012268873
b0104,-1.5476687849531814,2.1501868426228477e-05,-0.15714576491577054,0.7332636902770591,2.9360900455468713,0.03414547782983697,-1.8260396171359838,0.20941606872092045
b0113,-0.05291467733974225,0.68745664411929,0.10020141762338927,0.24571634763618555,0.1400401339119773,0.6833459119761727,0.1470581100342486,0.6894372674798572
b0114,0.0639734107905314,0.6970545718617402,-0.1644060335627439,0.11989865485556575,-0.11352814351107411,0.7631024762966605,0.26669823695028816,0.49966580972334906
b0116,0.5132168700263414,1.3488067092025843e-32,-0.1944336265808118,1.1954716865575615e-05,-0.3025884576940807,0.006348967724771201,0.10070090058440258,0.43975472770750856
b0118,-0.13733051370127808,0.21641581032786494,0.09412770221045992,0.2554579392700932,0.005491977100810314,0.957986722434152,-0.24674429382841484,0.06403314366145575
b0119,0.6347847019107605,5.475104446647511e-06,-0.0826625052598196,0.6213817260898902,-0.14369403291441693,0.4799559039236567,-0.768342168083389,0.0025450714182281365
b0120,0.1557638290075486,0.3994968959447184,-0.06594126926999307,0.5973296428496859,-1.6019262079130796,8.530094605778414e-07,0.03211903024024891,0.9564263905967733
b0121,0.61339319874476,0.026414004540673722,-0.3320259154019471,0.29656557399792016,0.9125481322539113,0.24813511710607716,-1.0746175593400014,0.3840208035816123
b0122,-1.8100504383644729,nan,1.0189217234645354,nan,0.7113320457597985,nan,-0.673960538829134,nan
b0123,0.9939472222921537,8.458038331739495e-39,-0.032442678103851326,0.7144707550882798,0.15477041178005846,0.6191465024032791,-1.1483558470255422,0.0037751829114104343
b0124,-0.5421681695419905,0.05293524099687342,0.25313102230999684,0.036617396355075375,0.05785698178346033,0.6694318989865639,-0.42333397392430594,0.03889976088666032
b0125,0.6357042674625274,2.0185483192380623e-10,-0.35033991547885046,0.0032078026529097914,-1.0321098277250773,1.2220796018376667e-05,-0.1657712205629852,0.5326993378166427
b0126,0.4177192387697864,0.009868470013046398,0.07086262573339659,0.6630254786935514,0.7395169134837238,0.07332579632265931,-1.6292731907197822,0.010628894214505672
b0127,-0.3877591834662788,0.17019667988795184,-1.4040095221212276,0.0375298755813225,-2.1771806491388324,0.04131574834555157,3.0244921753242062,0.020345318508363245
b0128,0.10088202076503627,0.7275501755635174,-0.3412665477453072,0.10869363660804077,-0.3032967255622589,0.279004222806986,-0.36449199006013383,0.4011598790598925
b0132,0.1320110786500707,0.7381462939451153,-0.1606523802155484,0.5832353956190133,-1.4484555290365984,0.026416430329471673,1.2647947155724248,0.07698309624912007
b0134,-0.4364683166828939,0.0024794275540280207,-0.004205208094015949,0.9830092228451398,0.21340114510602817,0.5455394962411328,-0.40027868933388927,0.3379585107923003
b0143,0.16667458394114804,0.6002839720275873,-0.18927584013639218,0.28274088206139314,-0.3162339654223995,0.6856858914679937,-0.07347270884278352,0.9375816088164085
b0144,0.1436000054661791,0.6105809121420745,-0.340106708457808,0.04114881475957771,-0.99885422684049,0.001149802376127099,1.1125182741272912,0.0026713544303818616
b0145,0.13518746283186775,0.3564365853955068,-0.1113757250476075,0.2389701094347838,-0.5631741406357904,3.127510527875478e-06,0.4983486608645939,0.0021544005400503476
b0146,-0.26712842445734697,0.03741163296197387,0.06768633490979706,0.693446426139154,-0.12494457220495729,0.5298763718310979,0.1507229686164323,0.5499033031782478
b0148,0.5409711613392924,8.225998460333576e-36,-0.32887497294063245,1.0601722626129446e-06,-0.5213508901000583,1.835823433644526e-05,0.02377919770227835,0.8958842930895252
b0149,0.8428009036803799,2.936015140750479e-13,0.11559366666421939,0.43995905806294267,0.025770533586201537,0.8800539729309141,0.04090437635841118,0.8534345690664402
b0150,-0.37948100863087914,0.007083672399985545,0.02516230740945785,0.7274626990188847,0.04347544500984372,0.632936865881919,0.0033839315365213067,0.9792637799154281
b0151,-1.0840524074088764,3.394287836357647e-05,0.3566952294014924,0.28361922231367254,-0.3624903881438753,0.5749984142158983,-0.584317845251966,0.5378217486286407
b0152,0.19238590646504095,0.3113196780623817,0.15730268759234237,0.3093982010605544,-1.2590444979519162,0.057103621784713884,0.11078688969596154,0.9003527753696717
b0156,0.5089916184723964,0.0010443072461933337,-0.43195423109794506,0.011040188307038713,-0.029561049702678584,0.8644109245189004,-0.33574345682285206,0.12288591382992138
b0159,0.18509582154271595,0.6663646574323034,-0.6910100172005094,0.0064065210644775805,-1.6601317439197505,8.406123761451219e-09,1.2877171280163011,0.00390139262110864
b0161,0.2239450379763549,0.5229257651217067,-0.3472962282104305,0.12789884120631917,-0.8495189574964896,0.037503895745920376,-0.42672940909386514,0.36311425217684223
b0163,0.4345327705234731,0.0015836166538607344,0.013164491733124574,0.9249158820461975,-0.15307989762058608,0.40351935537986805,-0.5729381858597247,0.013669107268313212
b0164,-0.11002027598681195,0.5713553176742423,-0.688496278062453,0.019185293010698514,-0.0010148014137627737,0.99778208417428,0.4660169893511553,0.31280507251566025
b0166,-1.4349987098521988,5.5619912376442573e-42,0.19388052703689543,0.1832090260322825,-0.1569234890427348,0.3426786087816519,-0.17305811998178997,0.395240228767584
b0167,-0.06239111099469146,0.3186004019570342,-0.1613010929558324,0.07022245124903288,-0.01625886140897412,0.8968923004324909,-0.038524043349701054,0.7868946508455207
b0169,0.05015942832730896,0.35454580170086136,0.048552736258744525,0.19725929738209702,-0.1430663665183876,0.07374499654233116,-0.3618344724216229,7.491806840882167e-05
b0170,0.22200445568303848,0.05810646333954579,0.01703266728505712,0.8821153139556904,-0.24924424405089704,0.3968107624075444,-0.6757798320676319,0.10979690975349488
b0171,0.4989440000784821,4.1438132071797185e-54,0.05561102139435023,0.10041941550675032,-0.05449785331206896,0.38917618168754997,-0.3110200987711222,0.0011217124118834219
b0172,-0.18255329865648032,0.0009310785146323846,-0.04439123091204287,0.5718004588130284,-0.2750566928244898,0.04894038901846636,-0.015224669186266542,0.9236238252725715
b0174,-0.5151549488129471,6.77034278940203e-06,0.19881527264853685,0.18282390957847583,-1.6046923186496695,0.011180019863590657,1.675860321771098,0.014119508895455308
b0175,0.28675712398443315,0.03675235971063283,-0.09757104370057586,0.3807738943652398,-0.37004801519166863,0.11050445880784399,0.0785321706568669,0.7863185140675001
b0176,-0.21528662293840178,0.5844680362718445,0.03629404639877459,0.8065308918167001,0.21111180841135505,0.4860929311142139,-0.36170397994656334,0.4051781255745994
b0177,0.47024037088661896,5.617808110288575e-41,0.06566103437833694,0.07545912998679294,-0.0642711045846481,0.3684323422845588,-0.49167475874151056,4.32502127631509e-06
b0178,-0.5816671414290803,3.924271950632682e-18,-0.10016456793835281,0.2966901588576718,-0.19035479227160096,0.22992302906785167,0.32124295636258393,0.10374423525862089
b0179,0.24667913652251097,3.423257164327346e-06,-0.008355948039057863,0.8695610910176057,-0.3163037907568267,0.0009079806931965135,-0.170047278120824,0.16056589078794992
b0180,0.1946755371943696,0.03180095307739084,0.10996875872096341,0.25061686174468545,0.053390240693715306,0.7964831693334842,-0.4855709480702779,0.035219714540214775
b0181,0.015672705300632674,0.8872699692371012,0.09679074186650458,0.17154103894964035,-0.3401666126170201,0.021840914751508633,-0.5597879881291539,0.002679490313285803
b0183,-0.30830876965188625,0.01497698729270178,-0.150640912296011,0.41387150700552755,-0.27946126064521537,0.6251145901607382,0.22761955062131714,0.7258051887760142
b0185,-0.16994247452824907,0.5607468511514728,0.17038914002771477,0.24897386171382063,-0.08307719231932417,0.7115946445924388,-0.2601751786012533,0.3843992037831415
b0186,0.012747047913668678,0.9762633747891183,-0.5047415230334119,0.06217033505921307,-0.83712914938433,0.08381368742233931,1.1796058531717606,0.057157810684031224
b0187,-0.2751374388583277,0.12380848994295675,0.3350623798856469,0.16598312329250076,0.09288876808131769,0.8195237818576987,-1.1943303297360135,0.021909514512864717
b0188,0.2913030153721457,0.27710703881003396,-0.19068790001181285,0.3827703150076107,-1.4243384712967742,0.07564952262928655,0.9997423047386098,0.3298011018551843
b0189,-0.07916026854337893,0.8163431367565479,0.26854261995804485,0.24530058600762794,-0.5633258685280061,0.023799555820389028,-0.5811933662999772,0.10058326626332864
b0191,1.0695431827731516,1.3012532955475044e-55,-0.16363273122119895,0.10329293850544448,-0.31353527998885955,0.009336516277715763,-0.08893419986851066,0.656449990603339
b0192,-0.42530929859606115,0.5376198581487934,-0.11326820933779388,0.671746295824112,-0.11193889704895257,0.7166697317413686,0.3423276034067727,0.3858322309433516
b0193,0.47691764725413427,2.800592469906647e-05,-0.23830088853943857,0.1589068293513035,-0.5545439087751725,0.00834786628258038,0.264164964351592,0.35247589065063656
b0196,-0.009035176080861296,0.9810032515115985,-0.020040000977503303,0.9444329581845003,0.2067465728519867,0.633149449221835,-0.8428891907210003,0.1937391700244645
b0198,-0.15684332304879695,0.04210718618953352,0.05120066394924739,0.6197912493488589,0.05647965107742974,0.7949215818009816,-0.07714555627153445,0.7410191369429555
b0199,-0.7419384790368813,nan,0.25239242822290037,nan,-0.47445843460012654,nan,0.42258540401781536,nan
b0208,0.6931246837843792,0.11313294926077475,-1.2163957532560175,0.03165220114330829,-22.480098290791055,0.9991572002004454,22.03835966435958,0.9991737613708301
b0209,-0.024025277742914908,0.8731123784305477,-0.13013835709910113,0.5397480902042061,-0.1838144004300201,0.6397252928340307,-0.8658087772815769,0.10291435695752879
b0210,0.0915980210852171,0.7561811276367206,0.06701045079121432,0.8232943064330731,-0.47077322651300574,0.21008785143596664,-0.008396408730168068,0.9866050662529172
b0211,-0.6763338091013233,2.512705505039795e-13,-0.09516705646424412,0.4761771414463003,-0.17105535140936698,0.6543790013680357,0.3418478120060119,0.47782716295101035
b0212,-0.31927496245228676,0.0033460607669079405,-0.0381841973196164,0.4405942521989197,0.20078853596997817,0.12203542889668652,-1.119149934067832,9.888929424983811e-10
b0214,-0.21698649015870422,0.4114921533128918,0.14093352365383058,0.7018955364197125,-0.18900041877062396,0.8575841307577029,-1.1210219586982157,0.3818403599902147
b0215,-1.164786758752922,0.0,-0.04256107785015864,0.11457764859615187,0.9368473573532214,1.8565197731844467e-156,-0.3931132588278581,1.3947406165605768e-11
b0216,-1.0286245769690512,0.0,-0.0766224296859825,0.0020630114243968636,0.7046597731046906,6.072991530071269e-100,-0.3618097916283738,8.589322119668482e-12
b0219,-0.0844108937291069,0.5973162907933245,0.08438771519695937,0.6954730409759895,0.27699110568329743,0.1958393325894836,-0.2620722010714305,0.39131677467918635
b0222,0.6015032910532109,1.0105449431922046e-11,-0.027918265250379912,0.7667231979506692,-0.24465627514916768,0.13400777697511798,-0.5191468352825729,0.008796133766714728
b0223,0.3624280898569148,0.037785706436018994,0.20507181304342717,0.3252507200935715,-0.2907479390063605,0.4389875130559645,-0.5563037770291538,0.3053727380573731
b0224,0.744079587655692,2.6427981024304934e-12,-0.09974356965737385,0.38237439601818435,-0.12707685825817916,0.7405430268002979,-0.034406491715230574,0.9416302674199308
b0225,-0.5059111861281004,0.0050907189579702606,-0.402333580071491,0.15854783975431486,-1.0345315762511682,0.10416602323690054,1.058616999077021,0.141657491874381
b0227,0.5537669738965094,0.29801790755680346,-2.097301835706425,0.05827918832512622,-1.1245835637252781,0.09005845955925429,1.9392028398323102,0.1614934655413005
b0228,-0.2529009166092028,0.5109476801720272,0.3945343350366816,0.15198406358730066,0.021898173886242007,0.9546929726493274,-0.5474721646582834,0.2322634692690747
b0229,-0.2031641545253051,0.6097554574087809,0.18872532757492416,0.4556938901093488,-0.40494028291256345,0.2796392157526877,-0.45827184166461327,0.33420852408270274
b0230,-1.3346411103271147,0.010405637423127974,0.9294354593151966,0.13356805325720061,0.5364578438120907,0.42036508515998416,-1.1149406581085333,0.14273973303700685
b0238,-0.02138160821613779,0.9226600837463232,0.3975465705357453,0.04159440506038897,-0.22680723047751317,0.6777004067370426,-0.44679206133385596,0.5401892088246807
b0239,0.7373126560652932,0.037144017032877064,0.22804086952219305,0.5442421711076983,-1.0345505713732486,0.2282313953734878,0.9381705312601911,0.30974905075330894
b0242,-0.34697621190418165,0.4963175111051129,0.7140086801872717,0.027794255034453135,-0.19806479738100324,0.7263936556440932,0.3003099930037656,0.6440838402043918
b0250,-0.5032579319004757,0.8134436068906781,-0.009221974503961382,0.9864479778693679,-1.4415483768308301,0.06961300453230122,1.992259335790335,0.006945281864039855
b0253,1.0939812868112029,0.022619866402737922,-1.1754681583318496,0.16328106543506604,-1.4985976409158421,0.2198290523161367,-16.315917626545225,0.9981830651426538
b0256,0.07006870294412756,0.9007646977129478,-0.692486123661175,0.07381083107977723,-0.11211595303789108,0.8125531080745728,0.10261957819406518,0.8743915324422173
b0261,0.1092164215801787,0.3682323839711068,0.15490163682730082,0.33308736344939516,0.2274883909119876,0.3855311081733387,-0.8877297290232055,0.0023687681325926554
b0267,-0.5108645008908947,0.09232869380020053,0.0184084950758788,0.9685762156446823,7.748945041729342e-05,0.999891108849049,0.17389202942934978,0.8129476685153099
b0272,0.32619728008170895,0.23695283101178433,0.0835495467359771,0.7153314912487414,1.0094053144981914,0.19386917620822397,-1.5712533324735782,0.05719440653356644
b0273,0.7114171971220711,6.625411792675275e-26,0.10206666969937317,0.163593421318587,-0.6229778194792448,0.017616807616279432,-0.21008123276894877,0.4595338823512728
b0276,0.34259657475586774,0.1458433180169288,-0.09905863047181675,0.7097387691193437,-0.10811522855123504,0.6893860494567361,-0.1696221811095273,0.7081164113930656
b0277,-0.45342851828146313,0.44326528484556027,-0.037104373616539295,0.8842459795883492,-0.5215815359662811,0.12960333959118528,0.31791373066722584,0.48048087418789875
b0278,-1.6584298005045053,0.002268981434652057,0.7422501513705911,0.3056356783762686,0.2722092092026066,0.8259280614207581,-0.14450986292885915,0.9166099476910379
b0286,0.8394850539421211,0.059350258809974125,-0.7071855333996786,0.10894920340136653,-0.37169104544403825,0.7084164279843264,-12.407000927663898,0.9659930732860923
b0289,0.5705812578427986,0.009124850258675285,-0.48098056529118854,0.1238605964242677,-0.46521001970473397,0.3250155017016707,0.6268887240943679,0.3074885119762264
b0296,-0.34824106800759574,0.35779597681386566,0.4843748247013568,0.25734278081380835,-1.0384181905439773,0.3799797241473347,1.207703967412553,0.3342027210477462
b0310,-2.447166330981773,1.8086413723326716e-13,0.6779305536901449,0.13737404950402457,0.19516504775615923,0.6034856454561845,-0.5149158152695879,0.37137030036965857
b0311,0.4288655906970158,0.5861124699579247,-1.2304062428569218,0.08233469972605659,0.15688585543943737,0.8892254406334985,-0.09595506146152297,0.9581625870414718
b0312,-0.4660603910164008,0.03130897341957732,-0.6770267395172654,0.035484430729865214,-1.238023759645162,0.11539355843726348,1.2825702201641314,0.19763906235252793
b0313,-0.7471967087810649,0.009586462420369162,-0.14010502325210716,0.7187830484293505,0.05397791314430118,0.9531932648526084,0.3368965928761646,0.7400383866538152
b0314,0.09048444535072099,0.9132243898801924,0.01782127744017044,0.9726074430642061,-0.42200675261807014,0.5798476122162697,-1.7696155140703536,0.19828912310666502
b0317,-0.00472416462571608,0.9613154059993081,0.004744868389121815,0.9752800613022441,0.030059507030640222,0.9018903574306213,-0.5459311468821804,0.10443187047064938
b0325,0.06061624443688377,0.7990125516994426,0.3109906609751918,0.3148175025758214,0.7125286956730924,0.04880304066607222,-0.34656928206563475,0.5217293949580788
b0335,0.8236612051019687,1.0647303590043818e-06,-0.0075011689708866435,0.9722559126698274,-0.26643732260843617,0.3607763421930059,-0.5776617851278297,0.18108691985482717
b0336,0.082672840952661,0.7582841334812003,0.07247986127264303,0.6659268997748831,-0.20210657823963243,0.6704118122745828,-1.3551915775499188,0.25611821256611644
b0337,-0.32028097029397073,nan,-0.19146204655313434,nan,-1.289083604712476,nan,-12.485853257278636,nan
b0340,0.7048048605988281,0.3002385747273205,-1.0765412482996792,0.1159757039999163,-0.7083647465469822,0.41986596236311424,0.12840068480560907,0.9203063274358478
b0354,-0.7250282131967968,1.3445291938362777e-08,0.2038976481169504,0.22917554973598175,0.005799569204214021,0.9815236917208157,-0.6297836712128332,0.058563406027224034
b0355,0.06288521411852009,0.580494687642676,-0.4025434813149898,0.025831621878321942,-0.7477857183264222,0.0001265275689932832,0.30730052313862566,0.2681022049329532
b0358,-0.980856407671694,0.14583073948296402,1.1814891042412705,0.11251385266766063,1.2831257347892515,0.08513235976190531,-2.7158833932994275,0.003013282142946333
b0368,1.181803554180263,1.0625954786734416e-11,-0.046509160939536255,0.8276749958282472,0.18284376097939273,0.4448353141395738,-1.2685390176627522,0.003918733707335171
b0372,0.2410314963602127,0.6306623733574666,-1.2526158325060235,0.1291021224476047,-0.9337633435536308,0.28051680845187466,0.6459436557849698,0.5897620396929344
b0376,-0.8122528745165849,0.45148744383160255,-0.18026915122713272,0.6797885849364158,0.9375629202244826,0.06722313452752122,-1.1137343215230726,0.2275057509702082
b0377,-0.020076201905348905,0.8861218076167049,0.08093755577867724,0.4752876915245129,-0.2918592714486044,0.03663905320869481,0.1384614319296419,0.4766192263083949
b0378,0.2962611530514923,0.40613112650134153,-0.05592473457492414,0.8397542121993107,0.0106827485256745,0.980107108067001,-0.5200141894199145,0.30904056333590124
b0380,0.32861847226347135,0.1446147613769393,-0.13619281632056032,0.469173047019242,0.08349634171653095,0.7519565508514612,-0.19181418320482563,0.5608231975024875
b0381,-0.0662280775553455,0.8971088170161255,0.04417822176132201,0.9023057922494411,0.21421196617063198,0.6084889929833323,-0.4884090474626153,0.33909132459601843
b0382,0.36881026379369497,0.05699832477183649,0.019877604164990906,0.9044610472434562,-0.1625183027893359,0.6016190121462571,-0.37012641964664217,0.380746886345231
b0386,-0.16099098900150718,0.7215662246256576,0.10888398466229517,0.6454674599272461,-0.799197224871145,2.9972200854827393e-05,0.32902432751018196,0.3052421021371976
b0388,0.025791022341799048,0.7305112918733729,-0.0005698190701869159,0.9954187934269252,-0.15019705530503627,0.2943618332185548,-0.2035604859985803,0.21731558028621156
b0389,-0.4771993407633534,9.565358930853514e-11,0.10536594366257704,0.3066522026624766,0.196649454755785,0.08512747311987588,-0.6351323504118166,1.675999158352247e-05
